New Run at  08/09/2018 10:09:46
, Time, RandomReward; dLinUCB_Likelihood_UniformReward, ClusterID;UserID;dLinUCB_Likelihood_UniformModelUsed,
data,1180648800000,0;1449;1.0,0;3;1
data,1180648800000,0;1475;1.0,0;3;1
data,1180648800000,0;1482;2.0,0;3;1
data,1180648800000,0;1517;2.0,0;3;1
data,1180648800000,0;1529;2.0,0;3;1
data,1180648800000,0;224;2.0,0;3;1
data,1180648800000,0;1578;2.0,0;3;1
data,1180648800000,0;1475;2.0,0;3;1
data,1183240800000,0;436;2.0,0;3;1
data,1185919200000,0;1645;2.0,0;3;1
data,1188597600000,0;1664;2.0,0;3;1
data,1188597600000,1;1685;2.0,0;3;1
data,1188597600000,1;1711;2.0,0;3;1
data,1191189600000,1;850;2.0,0;3;1
data,1191189600000,1;1753;2.0,0;3;1
data,1191189600000,1;433;2.0,0;3;1
data,1191189600000,1;1778;3.0,0;3;1
data,1191189600000,2;1810;3.0,0;3;1
data,1191189600000,2;1838;3.0,0;3;1
data,1191189600000,3;1846;3.0,0;3;1
data,1191189600000,3;1866;4.0,0;3;1
data,1191189600000,3;1905;4.0,0;3;1
data,1191189600000,3;1931;4.0,0;3;1
data,1191189600000,3;1946;4.0,0;3;1
data,1191189600000,3;1957;4.0,0;3;1
data,1191189600000,3;1989;4.0,0;3;1
data,1191189600000,3;2009;4.0,0;3;1
data,1191189600000,3;2030;4.0,0;3;1
data,1191189600000,3;2034;5.0,0;3;1
data,1191189600000,3;621;6.0,0;3;1
data,1191189600000,3;2083;6.0,0;3;1
data,1193871600000,3;2104;6.0,0;3;1
data,1193871600000,3;2117;7.0,0;3;1
data,1196463600000,3;2153;7.0,0;3;1
data,1196463600000,3;2176;7.0,0;3;1
data,1196463600000,3;2153;7.0,0;3;1
data,1196463600000,3;2213;7.0,0;3;1
data,1196463600000,3;2229;7.0,0;3;1
data,1196463600000,3;2083;7.0,0;3;1
data,1196463600000,3;215;8.0,0;3;1
data,1207000800000,3;2274;9.0,0;3;1
data,1209592800000,3;2308;9.0,0;3;1
data,1259622000000,4;1414;10.0,0;3;1
data,1207000800000,4;2341;10.0,0;4;1
data,1207000800000,4;2366;10.0,0;4;1
data,1207000800000,4;356;10.0,0;4;1
data,1207000800000,4;2400;10.0,0;4;1
data,1207000800000,4;2428;10.0,0;4;1
data,1207000800000,4;2439;10.0,0;4;1
data,1207000800000,4;2460;10.0,0;4;1
data,1207000800000,4;2496;10.0,0;4;1
data,1207000800000,4;2517;10.0,0;4;1
data,1207000800000,4;2539;10.0,0;4;1
data,1207000800000,4;2549;10.0,0;4;1
data,1207000800000,4;670;10.0,0;4;1
data,1207000800000,4;2597;10.0,0;4;1
data,1207000800000,4;1866;11.0,0;4;1
data,1207000800000,4;2642;11.0,0;4;1
data,1207000800000,4;2647;11.0,0;4;1
data,1207000800000,4;2661;11.0,0;4;1
data,1207000800000,5;2688;11.0,0;4;1
data,1207000800000,5;2711;11.0,0;4;1
data,1207000800000,5;2743;11.0,0;4;1
data,1207000800000,5;2755;11.0,0;4;1
data,1207000800000,5;2767;11.0,0;4;1
data,1207000800000,5;2793;11.0,0;4;1
data,1207000800000,5;2034;12.0,0;4;1
data,1207000800000,5;2826;12.0,0;4;1
data,1207000800000,5;2832;13.0,0;4;1
data,1207000800000,5;2857;13.0,0;4;1
data,1207000800000,5;2873;14.0,0;4;1
data,1220220000000,5;2906;14.0,0;4;1
data,1228086000000,5;2922;14.0,0;4;1
data,1228086000000,5;2935;15.0,0;4;1
data,1228086000000,5;2964;15.0,0;4;1
data,1228086000000,5;2966;16.0,0;4;1
data,1257030000000,5;2355;17.0,0;4;1
data,1280613600000,5;3006;17.0,0;4;1
data,1280613600000,5;3037;17.0,0;4;1
data,1283292000000,5;3049;17.0,0;4;1
data,1193871600000,5;3070;17.0,0;8;1
data,1193871600000,5;1082;17.0,0;8;1
data,1193871600000,5;1778;17.0,0;8;1
data,1193871600000,5;3129;17.0,0;8;1
data,1193871600000,5;3151;17.0,0;8;1
data,1193871600000,5;1605;17.0,0;8;1
data,1193871600000,5;935;17.0,0;8;1
data,1193871600000,5;1104;17.0,0;8;1
data,1193871600000,5;3228;17.0,0;8;1
data,1193871600000,5;3242;17.0,0;8;1
data,1193871600000,5;3251;17.0,0;8;1
data,1193871600000,5;3280;17.0,0;8;1
data,1193871600000,5;3298;17.0,0;8;1
data,1193871600000,5;208;17.0,0;8;1
data,1193871600000,5;3328;17.0,0;8;1
data,1193871600000,5;3358;17.0,0;8;1
data,1193871600000,5;3363;17.0,0;8;1
data,1193871600000,5;3390;17.0,0;8;1
data,1193871600000,5;3193;17.0,0;8;1
data,1193871600000,5;3423;17.0,0;8;1
data,1193871600000,5;3444;17.0,0;8;1
data,1193871600000,5;3451;17.0,0;8;1
data,1193871600000,5;3475;17.0,0;8;1
data,1193871600000,5;3489;17.0,0;8;1
data,1193871600000,5;3515;17.0,0;8;1
data,1193871600000,5;2346;17.0,0;8;1
data,1193871600000,5;3192;17.0,0;8;1
data,1193871600000,5;3559;17.0,0;8;1
data,1193871600000,5;3590;17.0,0;8;1
data,1193871600000,5;3595;17.0,0;8;1
data,1193871600000,5;572;18.0,0;8;1
data,1193871600000,5;666;18.0,0;8;1
data,1193871600000,5;3228;18.0,0;8;1
data,1193871600000,5;3664;18.0,0;8;1
data,1193871600000,5;3696;18.0,0;8;1
data,1193871600000,5;2826;18.0,0;8;1
data,1193871600000,5;3722;18.0,0;8;1
data,1193871600000,5;3733;18.0,0;8;1
data,1193871600000,5;3749;18.0,0;8;1
data,1193871600000,6;3770;18.0,0;8;1
data,1193871600000,6;3780;18.0,0;8;1
data,1193871600000,6;3794;19.0,0;8;1
data,1193871600000,6;1594;19.0,0;8;1
data,1193871600000,6;3451;19.0,0;8;1
data,1193871600000,6;3857;19.0,0;8;1
data,1193871600000,6;3868;19.0,0;8;1
data,1193871600000,6;3883;19.0,0;8;1
data,1193871600000,6;441;19.0,0;8;1
data,1193871600000,6;3912;20.0,0;8;1
data,1193871600000,6;2588;20.0,0;8;1
data,1193871600000,6;3962;20.0,0;8;1
data,1193871600000,6;3978;20.0,0;8;1
data,1193871600000,6;2637;20.0,0;8;1
data,1193871600000,6;4009;20.0,0;8;1
data,1193871600000,6;4031;20.0,0;8;1
data,1193871600000,6;4048;20.0,0;8;1
data,1193871600000,6;4068;20.0,0;8;1
data,1196463600000,6;4086;20.0,0;8;1
data,1199142000000,6;2647;20.0,0;8;1
data,1207000800000,6;4100;21.0,0;8;1
data,1207000800000,6;4100;22.0,0;8;1
data,1209592800000,6;4153;22.0,0;8;1
data,1209592800000,6;2763;22.0,0;8;1
data,1209592800000,6;4182;22.0,0;8;1
data,1209592800000,6;4190;23.0,0;8;1
data,1209592800000,6;3037;23.0,0;8;1
data,1209592800000,6;4224;24.0,0;8;1
data,1209592800000,6;4247;24.0,0;8;1
data,1209592800000,6;4258;25.0,0;8;1
data,1209592800000,6;4272;25.0,0;8;1
data,1209592800000,7;4290;26.0,0;8;1
data,1209592800000,7;2451;26.0,0;8;1
data,1209592800000,7;3500;26.0,0;8;1
data,1209592800000,7;4349;26.0,0;8;1
data,1209592800000,7;847;26.0,0;8;1
data,1209592800000,7;3722;26.0,0;8;1
data,1209592800000,7;4396;26.0,0;8;1
data,1209592800000,7;4416;26.0,0;8;1
data,1209592800000,7;4418;26.0,0;8;1
data,1209592800000,7;4434;27.0,0;8;1
data,1209592800000,7;1136;27.0,0;8;1
data,1209592800000,7;3794;28.0,0;8;1
data,1209592800000,7;4479;28.0,0;8;1
data,1209592800000,7;4501;28.0,0;8;1
data,1209592800000,7;4521;28.0,0;8;1
data,1209592800000,8;4522;29.0,0;8;1
data,1209592800000,8;4547;29.0,0;8;1
data,1209592800000,8;4570;29.0,0;8;1
data,1209592800000,8;4584;29.0,0;8;1
data,1209592800000,8;3439;29.0,0;8;1
data,1209592800000,8;4610;29.0,0;8;1
data,1209592800000,8;1480;29.0,0;8;1
data,1209592800000,8;2199;29.0,0;8;1
data,1209592800000,8;4668;29.0,0;8;1
data,1209592800000,8;4674;29.0,0;8;1
data,1209592800000,8;397;29.0,0;8;1
data,1209592800000,8;4722;29.0,0;8;1
data,1209592800000,8;111;30.0,0;8;1
data,1209592800000,8;2724;30.0,0;8;1
data,1209592800000,8;2415;30.0,0;8;1
data,1209592800000,8;4776;30.0,0;8;1
data,1209592800000,8;1183;30.0,0;8;1
data,1209592800000,8;1964;30.0,0;8;1
data,1209592800000,8;4830;30.0,0;8;1
data,1209592800000,8;4840;30.0,0;8;1
data,1209592800000,8;346;30.0,0;8;1
data,1209592800000,8;4100;31.0,0;8;1
data,1209592800000,8;4881;31.0,0;8;1
data,1209592800000,8;4896;31.0,0;8;1
data,1209592800000,9;4645;31.0,0;8;1
data,1209592800000,9;2016;31.0,0;8;1
data,1212271200000,9;4927;32.0,0;8;1
data,1285884000000,9;4946;32.0,0;8;1
data,1291158000000,9;842;32.0,0;8;1
data,1172703600000,9;4972;32.0,0;9;1
data,1185919200000,9;4986;32.0,0;9;1
data,1185919200000,9;3045;32.0,0;9;1
data,1185919200000,9;5013;32.0,0;9;1
data,1185919200000,9;5029;32.0,0;9;1
data,1185919200000,9;935;33.0,0;9;1
data,1185919200000,9;5075;33.0,0;9;1
data,1201820400000,9;5086;33.0,0;9;1
data,1201820400000,9;2832;33.0,0;9;1
data,1201820400000,9;5119;33.0,0;9;1
data,1207000800000,9;5129;33.0,0;9;1
data,1209592800000,9;5149;33.0,0;9;1
data,1220220000000,9;2454;33.0,0;9;1
data,1222812000000,9;3196;33.0,0;9;1
data,1225494000000,9;4840;33.0,0;10;1
data,1235862000000,9;5200;33.0,0;10;1
data,1238536800000,9;5225;33.0,0;10;1
data,1241128800000,9;3280;33.0,0;10;1
data,1243807200000,9;5248;33.0,0;10;1
data,1243807200000,9;1331;33.0,0;10;1
data,1243807200000,9;5287;33.0,0;10;1
data,1243807200000,9;5303;33.0,0;10;1
data,1243807200000,9;5305;33.0,0;10;1
data,1243807200000,9;1437;33.0,0;10;1
data,1243807200000,9;1285;33.0,0;10;1
data,1243807200000,9;5353;33.0,0;10;1
data,1243807200000,9;5364;33.0,0;10;1
data,1243807200000,9;1605;33.0,0;10;1
data,1243807200000,9;5393;33.0,0;10;1
data,1243807200000,9;5400;33.0,0;10;1
data,1243807200000,9;5414;33.0,0;10;1
data,1246399200000,9;5430;33.0,0;10;1
data,1249077600000,9;4024;33.0,0;10;1
data,1249077600000,9;3266;33.0,0;10;1
data,1262300400000,9;5479;33.0,0;10;1
data,1264978800000,9;2199;33.0,0;11;1
data,1264978800000,9;5501;33.0,0;11;1
data,1264978800000,9;5513;33.0,0;11;1
data,1264978800000,9;4416;33.0,0;11;1
data,1264978800000,9;2043;34.0,0;11;1
data,1264978800000,9;4048;35.0,0;11;1
data,1264978800000,9;257;35.0,0;11;1
data,1264978800000,9;5594;35.0,0;11;1
data,1264978800000,9;5614;35.0,0;11;1
data,1264978800000,10;2455;35.0,0;11;1
data,1264978800000,10;5504;35.0,0;11;1
data,1264978800000,10;5653;35.0,0;11;1
data,1264978800000,10;4434;36.0,0;11;1
data,1264978800000,10;5264;36.0,0;11;1
data,1264978800000,10;5691;36.0,0;11;1
data,1264978800000,10;4986;36.0,0;11;1
data,1264978800000,10;5715;36.0,0;11;1
data,1264978800000,10;5722;36.0,0;11;1
data,1264978800000,10;482;36.0,0;11;1
data,1264978800000,10;5757;36.0,0;11;1
data,1264978800000,10;4479;36.0,0;11;1
data,1264978800000,10;5773;36.0,0;11;1
data,1264978800000,10;5783;37.0,0;11;1
data,1264978800000,11;5808;37.0,0;11;1
data,1264978800000,11;4489;37.0,0;11;1
data,1264978800000,11;5842;37.0,0;11;1
data,1264978800000,11;5853;37.0,0;11;1
data,1264978800000,11;639;38.0,0;11;1
data,1264978800000,11;3449;39.0,0;11;1
data,1264978800000,11;5890;39.0,0;11;1
data,1264978800000,11;5903;39.0,0;11;1
data,1264978800000,12;5923;39.0,0;11;1
data,1264978800000,12;5943;39.0,0;11;1
data,1264978800000,12;5947;39.0,0;11;1
data,1264978800000,12;5972;39.0,0;11;1
data,1264978800000,12;5978;40.0,0;11;1
data,1264978800000,12;5972;40.0,0;11;1
data,1264978800000,12;6018;40.0,0;11;1
data,1264978800000,12;6021;41.0,0;11;1
data,1264978800000,12;6045;41.0,0;11;1
data,1264978800000,12;666;41.0,0;11;1
data,1264978800000,12;3727;41.0,0;11;1
data,1264978800000,12;3803;41.0,0;11;1
data,1264978800000,12;1953;41.0,0;11;1
data,1264978800000,12;6104;41.0,0;11;1
data,1264978800000,12;6106;42.0,0;11;1
data,1264978800000,12;6116;43.0,0;11;1
data,1264978800000,12;6125;44.0,0;11;1
data,1264978800000,12;6141;45.0,0;11;1
data,1264978800000,12;6159;46.0,0;11;1
data,1264978800000,12;4258;47.0,0;11;1
data,1264978800000,12;5661;47.0,0;11;1
data,1264978800000,12;6199;48.0,0;11;1
data,1264978800000,12;4570;48.0,0;11;1
data,1264978800000,12;6230;48.0,0;11;1
data,1264978800000,12;3626;49.0,0;11;1
data,1264978800000,12;3794;49.0,0;11;1
data,1264978800000,12;4471;49.0,0;11;1
data,1264978800000,12;5594;49.0,0;11;1
data,1264978800000,12;915;50.0,0;11;1
data,1264978800000,12;6300;51.0,0;11;1
data,1264978800000,12;6310;52.0,0;11;1
data,1264978800000,12;1778;52.0,0;11;1
data,1264978800000,12;1331;52.0,0;11;1
data,1264978800000,12;670;53.0,0;11;1
data,1264978800000,12;6359;54.0,0;11;1
data,1264978800000,12;111;55.0,0;11;1
data,1264978800000,12;6398;55.0,0;11;1
data,1264978800000,12;541;55.0,0;11;1
data,1264978800000,12;6417;55.0,0;11;1
data,1264978800000,12;3819;55.0,0;11;1
data,1264978800000,12;6188;55.0,0;11;1
data,1264978800000,12;4722;55.0,0;11;1
data,1264978800000,12;6464;55.0,0;11;1
data,1264978800000,12;6477;55.0,0;11;1
data,1264978800000,12;6488;55.0,0;11;1
data,1264978800000,12;1597;55.0,0;11;1
data,1264978800000,12;2174;56.0,0;11;1
data,1264978800000,12;1613;56.0,0;11;1
data,1264978800000,12;6534;56.0,0;11;1
data,1264978800000,12;3298;56.0,0;11;1
data,1264978800000,12;6088;56.0,0;11;1
data,1264978800000,12;6575;57.0,0;11;1
data,1264978800000,12;4500;57.0,0;11;1
data,1264978800000,12;4000;58.0,0;11;1
data,1264978800000,12;5481;58.0,0;11;1
data,1264978800000,12;6620;59.0,0;11;1
data,1264978800000,12;6641;59.0,0;11;1
data,1264978800000,12;4479;59.0,0;11;1
data,1264978800000,12;2199;59.0,0;11;1
data,1264978800000,12;2735;60.0,0;11;1
data,1264978800000,12;5086;60.0,0;11;1
data,1264978800000,12;6701;60.0,0;11;1
data,1264978800000,12;6179;60.0,0;11;1
data,1264978800000,12;6717;61.0,0;11;1
data,1264978800000,12;78;61.0,0;11;1
data,1264978800000,12;6751;61.0,0;11;1
data,1264978800000,12;6766;61.0,0;11;1
data,1264978800000,12;6768;62.0,0;11;1
data,1264978800000,12;6781;62.0,0;11;1
data,1264978800000,12;1880;62.0,0;11;1
data,1264978800000,12;1883;62.0,0;11;1
data,1264978800000,12;513;63.0,0;11;1
data,1264978800000,12;6824;63.0,0;11;1
data,1264978800000,12;6066;63.0,0;11;1
data,1264978800000,12;5989;63.0,0;11;1
data,1264978800000,12;2766;63.0,0;11;1
data,1264978800000,12;6876;64.0,0;11;1
data,1264978800000,12;6896;64.0,0;11;1
data,1264978800000,12;4224;65.0,0;11;1
data,1264978800000,12;5722;65.0,0;11;1
data,1264978800000,12;5287;65.0,0;11;1
data,1264978800000,12;4408;65.0,0;11;1
data,1264978800000,12;1473;65.0,0;11;1
data,1264978800000,12;6975;65.0,0;11;1
data,1264978800000,12;666;65.0,0;11;1
data,1264978800000,12;7002;65.0,0;11;1
data,1264978800000,13;7007;65.0,0;11;1
data,1264978800000,13;5075;65.0,0;11;1
data,1264978800000,13;3794;65.0,0;11;1
data,1264978800000,13;979;66.0,0;11;1
data,1264978800000,13;7050;67.0,0;11;1
data,1264978800000,13;4434;68.0,0;11;1
data,1264978800000,13;7077;68.0,0;11;1
data,1264978800000,13;2594;68.0,0;11;1
data,1264978800000,13;529;68.0,0;11;1
data,1264978800000,13;7107;69.0,0;11;1
data,1264978800000,13;3007;70.0,0;11;1
data,1264978800000,13;1072;70.0,0;11;1
data,1264978800000,13;1136;70.0,0;11;1
data,1264978800000,13;4100;71.0,0;11;1
data,1264978800000,13;1559;72.0,0;11;1
data,1264978800000,13;7162;72.0,0;11;1
data,1264978800000,13;7176;72.0,0;11;1
data,1264978800000,13;7191;72.0,0;11;1
data,1267398000000,13;7192;73.0,0;11;1
data,1267398000000,13;6777;73.0,0;11;1
data,1267398000000,13;1350;73.0,0;11;1
data,1267398000000,13;6346;73.0,0;11;1
data,1267398000000,13;1057;74.0,0;11;1
data,1267398000000,13;1594;74.0,0;11;1
data,1267398000000,13;4309;75.0,0;11;1
data,1267398000000,13;2981;75.0,0;11;1
data,1267398000000,13;253;76.0,0;11;1
data,1267398000000,13;1951;77.0,0;11;1
data,1267398000000,13;2713;77.0,0;11;1
data,1267398000000,13;1842;78.0,0;11;1
data,1270072800000,13;1146;78.0,0;11;1
data,1270072800000,13;3266;78.0,0;11;1
data,1272664800000,13;7333;78.0,0;11;1
data,1272664800000,13;4434;79.0,0;11;1
data,1272664800000,13;5722;79.0,0;11;1
data,1272664800000,13;5513;79.0,0;11;1
data,1272664800000,13;1555;79.0,0;11;1
data,1272664800000,13;5571;79.0,0;11;1
data,1272664800000,13;2539;79.0,0;11;1
data,1272664800000,13;7419;80.0,0;11;1
data,1272664800000,13;2013;80.0,0;11;1
data,1272664800000,13;7444;80.0,0;11;1
data,1272664800000,13;7459;80.0,0;11;1
data,1272664800000,13;1161;80.0,0;11;1
data,1272664800000,13;2051;81.0,0;11;1
data,1272664800000,13;7498;81.0,0;11;1
data,1272664800000,13;7501;81.0,0;11;1
data,1272664800000,13;2658;82.0,0;11;1
data,1272664800000,13;1069;82.0,0;11;1
data,1272664800000,13;7206;82.0,0;11;1
data,1272664800000,13;2559;82.0,0;11;1
data,1272664800000,13;2637;82.0,0;11;1
data,1272664800000,13;601;83.0,0;11;1
data,1272664800000,13;6777;83.0,0;11;1
data,1272664800000,14;579;83.0,0;11;1
data,1272664800000,14;4389;83.0,0;11;1
data,1272664800000,14;2242;83.0,0;11;1
data,1272664800000,14;7616;83.0,0;11;1
data,1272664800000,14;2395;84.0,0;11;1
data,1272664800000,14;7630;84.0,0;11;1
data,1272664800000,14;2034;85.0,0;11;1
data,1272664800000,14;411;86.0,0;11;1
data,1275343200000,14;7664;86.0,0;11;1
data,1275343200000,14;7681;86.0,0;11;1
data,1277935200000,14;3299;87.0,0;11;1
data,1277935200000,14;2788;87.0,0;11;1
data,1280613600000,14;7715;87.0,0;11;1
data,1280613600000,14;6701;87.0,0;11;1
data,1280613600000,14;7730;88.0,0;11;1
data,1280613600000,15;6329;88.0,0;11;1
data,1280613600000,15;7753;89.0,0;11;1
data,1280613600000,15;7760;89.0,0;11;1
data,1280613600000,15;7768;90.0,0;11;1
data,1280613600000,15;123;91.0,0;11;1
data,1280613600000,15;7779;92.0,0;11;1
data,1280613600000,15;7788;93.0,0;11;1
data,1280613600000,15;3662;94.0,0;11;1
data,1280613600000,15;7814;94.0,0;11;1
data,1280613600000,15;5287;94.0,0;11;1
data,1280613600000,15;7835;95.0,0;11;1
data,1283292000000,15;7857;95.0,0;11;1
data,1285884000000,15;2539;95.0,0;11;1
data,1285884000000,15;7870;95.0,0;11;1
data,1285884000000,15;2922;96.0,0;11;1
data,1285884000000,15;7885;97.0,0;11;1
data,1285884000000,15;925;98.0,0;11;1
data,1285884000000,15;3423;99.0,0;11;1
data,1285884000000,15;7911;100.0,0;11;1
data,1285884000000,15;1661;100.0,0;11;1
data,1285884000000,15;2763;100.0,0;11;1
data,1285884000000,15;7942;101.0,0;11;1
data,1285884000000,15;7950;101.0,0;11;1
data,1285884000000,15;7321;101.0,0;11;1
data,1285884000000,15;1882;101.0,0;11;1
data,1285884000000,15;228;101.0,0;11;1
data,1285884000000,15;5324;101.0,0;11;1
data,1285884000000,15;1549;102.0,0;11;1
data,1288566000000,15;4750;103.0,0;11;1
data,1288566000000,15;8005;104.0,0;11;1
data,1288566000000,15;8012;105.0,0;11;1
data,1288566000000,15;4453;105.0,0;11;1
data,1288566000000,15;3213;106.0,0;11;1
data,1288566000000,15;8038;106.0,0;11;2
data,1288566000000,15;8053;106.0,0;11;2
data,1288566000000,16;4131;107.0,0;11;2
data,1291158000000,16;7874;107.0,0;11;2
data,1291158000000,16;3769;107.0,0;11;2
data,1291158000000,16;310;107.0,0;11;2
data,1291158000000,16;4157;107.0,0;11;2
data,1291158000000,16;1046;107.0,0;11;2
data,1291158000000,16;8117;107.0,0;11;2
data,1291158000000,16;4360;107.0,0;11;2
data,1291158000000,16;6946;107.0,0;11;2
data,1291158000000,16;8142;107.0,0;11;2
data,1291158000000,16;4555;107.0,0;11;2
data,1291158000000,16;8164;107.0,0;11;2
data,1291158000000,16;698;107.0,0;11;2
data,1291158000000,16;1282;107.0,0;11;2
data,1291158000000,16;5606;107.0,0;11;2
data,1291158000000,16;8203;107.0,0;11;2
data,1291158000000,16;5263;107.0,0;11;2
data,1291158000000,16;8219;107.0,0;11;2
data,1291158000000,16;2013;107.0,0;11;2
data,1291158000000,16;1747;107.0,0;11;2
data,1291158000000,16;5264;107.0,0;11;2
data,1291158000000,16;8263;108.0,0;11;2
data,1293836400000,16;8276;108.0,0;11;2
data,1293836400000,16;8295;108.0,0;11;2
data,1293836400000,16;5292;108.0,0;11;2
data,1293836400000,16;8310;108.0,0;11;2
data,1293836400000,16;8263;109.0,0;11;2
data,1293836400000,16;8320;109.0,0;11;2
data,1293836400000,16;4324;109.0,0;11;2
data,1293836400000,16;5314;110.0,0;11;2
data,1293836400000,16;8346;110.0,0;11;2
data,1293836400000,16;5900;110.0,0;11;2
data,1293836400000,16;8364;110.0,0;11;2
data,1293836400000,16;8371;110.0,0;11;2
data,1293836400000,16;8376;110.0,0;11;2
data,1293836400000,16;8100;110.0,0;11;2
data,1293836400000,16;4816;110.0,0;11;2
data,1293836400000,16;8401;110.0,0;11;2
data,1293836400000,16;5654;110.0,0;11;2
data,1293836400000,16;2247;110.0,0;11;2
data,1293836400000,16;3061;110.0,0;11;2
data,1296514800000,16;1866;110.0,0;11;2
data,1296514800000,16;8432;110.0,0;11;2
data,1298934000000,16;1984;111.0,0;11;2
data,1298934000000,16;8459;111.0,0;11;2
data,1298934000000,16;5647;111.0,0;11;2
data,1298934000000,16;4184;111.0,0;11;2
data,1304596135526,16;8474;112.0,0;11;2
data,1246399200000,16;8304;113.0,0;12;2
data,1246399200000,16;8304;114.0,0;12;2
data,1246399200000,16;3684;114.0,0;12;2
data,1246399200000,16;8521;114.0,0;12;2
data,1246399200000,16;4131;115.0,0;12;2
data,1246399200000,16;8263;116.0,0;12;2
data,1246399200000,16;7950;117.0,0;12;2
data,1246399200000,16;5064;117.0,0;12;2
data,1251756000000,16;7221;117.0,0;12;2
data,1251756000000,16;8304;118.0,0;12;2
data,1251756000000,16;1857;118.0,0;12;2
data,1251756000000,16;8304;119.0,0;12;2
data,1251756000000,16;4131;120.0,0;12;2
data,1251756000000,16;5068;120.0,0;12;2
data,1251756000000,16;7852;120.0,0;12;2
data,1254348000000,16;8557;121.0,0;12;2
data,1254348000000,16;4131;122.0,0;12;2
data,1254348000000,16;3517;122.0,0;12;2
data,1254348000000,16;8557;123.0,0;12;2
data,1254348000000,16;8640;123.0,0;12;2
data,1254348000000,16;4131;124.0,0;12;2
data,1257030000000,17;4131;125.0,0;12;2
data,1257030000000,17;4131;126.0,0;12;2
data,1257030000000,17;4131;127.0,0;12;2
data,1259622000000,17;6445;127.0,0;12;2
data,1212271200000,17;5275;127.0,0;13;2
data,1212271200000,17;8453;127.0,0;13;2
data,1212271200000,17;6842;127.0,0;13;2
data,1212271200000,17;8454;127.0,0;13;2
data,1212271200000,17;8714;127.0,0;13;2
data,1212271200000,17;5053;127.0,0;13;2
data,1212271200000,17;5210;127.0,0;13;2
data,1212271200000,17;8749;127.0,0;13;2
data,1212271200000,17;7605;127.0,0;13;2
data,1212271200000,17;8765;127.0,0;13;2
data,1212271200000,17;4378;127.0,0;13;2
data,1212271200000,17;8772;128.0,0;13;2
data,1212271200000,17;7408;128.0,0;13;2
data,1212271200000,17;8785;128.0,0;13;2
data,1212271200000,17;8304;128.0,0;13;2
data,1212271200000,17;3154;128.0,0;13;2
data,1212271200000,17;3769;128.0,0;13;2
data,1212271200000,17;643;128.0,0;13;2
data,1212271200000,17;8304;128.0,0;13;2
data,1212271200000,17;1645;128.0,0;13;2
