New Run at  07/13/2017 20:13:27
, Time, RandomReward; N_LinUCBReward; 
data,1243807200000,1945;3484;16201
data,1243807200000,1945;7987;16201
data,1243807200000,1945;11087;16202
data,1243807200000,1945;5630;16202
data,1243807200000,1945;9557;16202
data,1243807200000,1945;4763;16202
data,1243807200000,1945;5344;16203
data,1243807200000,1945;4660;16203
data,1243807200000,1945;3184;16203
data,1243807200000,1945;7785;16203
data,1243807200000,1945;11492;16203
data,1243807200000,1945;12262;16203
data,1243807200000,1945;2960;16204
data,1243807200000,1945;11793;16204
data,1243807200000,1945;2847;16204
data,1243807200000,1945;1098;16204
data,1243807200000,1945;10239;16204
data,1246399200000,1945;470;16204
data,1246399200000,1945;5855;16204
data,1246399200000,1945;11573;16204
data,1246399200000,1945;10794;16204
data,1246399200000,1945;4257;16204
data,1246399200000,1945;11645;16204
data,1246399200000,1945;8293;16204
data,1246399200000,1945;7816;16204
data,1246399200000,1945;12504;16204
data,1246399200000,1945;10537;16204
data,1246399200000,1945;4978;16204
data,1246399200000,1945;3264;16204
data,1246399200000,1945;11573;16204
data,1246399200000,1945;9208;16204
data,1246399200000,1945;5338;16204
data,1246399200000,1945;12505;16204
data,1246399200000,1945;906;16204
data,1246399200000,1945;5261;16204
data,1246399200000,1945;9096;16204
data,1246399200000,1945;10320;16204
data,1246399200000,1945;8215;16204
data,1246399200000,1946;6828;16205
data,1246399200000,1946;9878;16205
data,1246399200000,1946;124;16206
data,1246399200000,1946;6292;16206
data,1246399200000,1947;3992;16206
data,1246399200000,1947;6036;16207
data,1246399200000,1947;10776;16207
data,1246399200000,1947;249;16207
data,1246399200000,1947;7706;16207
data,1246399200000,1947;1691;16207
data,1246399200000,1947;6912;16207
data,1246399200000,1947;841;16207
data,1246399200000,1947;3593;16207
data,1246399200000,1947;1856;16208
data,1246399200000,1947;2591;16208
data,1246399200000,1947;2160;16208
data,1246399200000,1947;5115;16208
data,1246399200000,1947;2226;16208
data,1246399200000,1947;9793;16208
data,1246399200000,1947;8489;16208
data,1246399200000,1947;7610;16208
data,1246399200000,1947;27;16208
data,1246399200000,1947;2801;16208
data,1246399200000,1947;5764;16208
data,1246399200000,1948;8983;16208
data,1246399200000,1948;1590;16208
data,1246399200000,1948;3334;16208
data,1246399200000,1948;314;16208
data,1246399200000,1948;6081;16208
data,1246399200000,1948;1925;16208
data,1246399200000,1948;6232;16208
data,1246399200000,1948;2688;16209
data,1246399200000,1948;8910;16209
data,1246399200000,1948;3981;16209
data,1246399200000,1948;5948;16210
data,1246399200000,1948;6042;16210
data,1246399200000,1948;7971;16210
data,1246399200000,1948;352;16210
data,1246399200000,1948;4141;16211
data,1246399200000,1948;4605;16211
data,1246399200000,1948;5203;16211
data,1249077600000,1948;8952;16211
data,1249077600000,1948;1701;16211
data,1249077600000,1948;11669;16211
data,1249077600000,1948;1912;16211
data,1249077600000,1948;5581;16212
data,1249077600000,1948;210;16212
data,1249077600000,1949;683;16212
data,1249077600000,1949;3791;16212
data,1249077600000,1949;7385;16212
data,1249077600000,1949;6464;16212
data,1249077600000,1949;7325;16212
data,1249077600000,1949;3905;16212
data,1249077600000,1949;1663;16212
data,1249077600000,1949;496;16212
data,1249077600000,1949;1272;16212
data,1249077600000,1950;237;16212
data,1249077600000,1950;2565;16212
data,1249077600000,1950;11758;16212
data,1249077600000,1950;2160;16212
data,1249077600000,1950;8890;16212
data,1249077600000,1950;6139;16212
data,1249077600000,1950;9226;16212
data,1249077600000,1950;7232;16212
data,1249077600000,1950;7643;16212
data,1249077600000,1950;1453;16212
data,1249077600000,1950;8289;16212
data,1249077600000,1950;919;16212
data,1249077600000,1950;1423;16213
data,1249077600000,1950;6475;16213
data,1249077600000,1950;1284;16213
data,1249077600000,1950;10678;16213
data,1249077600000,1950;4662;16213
data,1249077600000,1950;2241;16214
data,1249077600000,1950;4660;16214
data,1249077600000,1950;873;16214
data,1249077600000,1950;4854;16214
data,1249077600000,1950;5882;16214
data,1249077600000,1950;9237;16214
data,1249077600000,1950;22;16214
data,1249077600000,1950;3484;16214
data,1249077600000,1950;12144;16214
data,1249077600000,1950;266;16214
data,1249077600000,1950;2496;16214
data,1249077600000,1950;10094;16214
data,1249077600000,1950;10023;16214
data,1249077600000,1950;11780;16214
data,1249077600000,1950;9167;16214
data,1249077600000,1950;7211;16214
data,1249077600000,1950;11793;16214
data,1249077600000,1950;11845;16214
data,1249077600000,1950;1404;16214
data,1249077600000,1950;352;16214
data,1249077600000,1950;9822;16214
data,1249077600000,1950;9096;16214
data,1249077600000,1950;6171;16214
data,1249077600000,1950;5246;16214
data,1249077600000,1950;12499;16214
data,1249077600000,1950;11093;16214
data,1249077600000,1950;10081;16214
data,1249077600000,1950;6803;16214
data,1249077600000,1950;10276;16214
data,1249077600000,1951;995;16214
data,1249077600000,1951;12119;16214
data,1249077600000,1951;4857;16214
data,1249077600000,1951;8494;16214
data,1249077600000,1951;9295;16214
data,1249077600000,1951;5581;16215
data,1249077600000,1951;3149;16215
data,1249077600000,1951;8911;16215
data,1249077600000,1951;4475;16215
data,1249077600000,1951;9982;16216
data,1249077600000,1951;1178;16217
data,1249077600000,1951;1936;16217
data,1249077600000,1951;4573;16218
data,1249077600000,1951;1695;16218
data,1249077600000,1951;1394;16219
data,1249077600000,1951;8317;16219
data,1249077600000,1951;6310;16219
data,1249077600000,1951;1204;16219
data,1249077600000,1951;12502;16219
data,1249077600000,1951;11947;16219
data,1249077600000,1951;5035;16219
data,1249077600000,1951;4978;16219
data,1249077600000,1951;9909;16219
data,1249077600000,1951;3032;16219
data,1249077600000,1951;3333;16219
data,1249077600000,1951;10692;16219
data,1249077600000,1951;10663;16219
data,1249077600000,1951;2927;16219
data,1249077600000,1951;1666;16219
data,1249077600000,1951;8923;16220
data,1249077600000,1951;5775;16220
data,1249077600000,1951;5241;16220
data,1249077600000,1951;2197;16221
data,1249077600000,1951;3617;16221
data,1249077600000,1951;10145;16221
data,1249077600000,1951;5230;16221
data,1249077600000,1951;6301;16221
data,1249077600000,1951;2546;16221
data,1249077600000,1951;2884;16221
data,1249077600000,1951;10362;16221
data,1249077600000,1951;4105;16221
data,1249077600000,1951;8316;16221
data,1249077600000,1951;11799;16221
data,1249077600000,1951;4498;16221
data,1249077600000,1951;9896;16221
data,1249077600000,1951;7821;16221
data,1249077600000,1951;2107;16221
data,1249077600000,1951;846;16221
data,1249077600000,1951;1317;16221
data,1249077600000,1951;556;16221
data,1249077600000,1951;5582;16221
data,1249077600000,1951;8363;16221
data,1249077600000,1951;1776;16221
data,1249077600000,1951;4138;16221
data,1249077600000,1951;1726;16221
data,1249077600000,1951;11399;16221
data,1249077600000,1951;1317;16221
data,1249077600000,1951;4136;16221
data,1249077600000,1951;61;16221
data,1249077600000,1951;11111;16221
data,1249077600000,1951;255;16221
data,1249077600000,1951;12331;16221
data,1249077600000,1951;7626;16221
data,1249077600000,1951;6791;16221
data,1249077600000,1951;10755;16221
data,1249077600000,1951;1470;16221
data,1249077600000,1951;1301;16221
data,1249077600000,1951;11135;16221
data,1249077600000,1951;1620;16221
data,1249077600000,1951;5985;16221
data,1249077600000,1951;3544;16221
data,1249077600000,1951;10776;16221
data,1249077600000,1951;56;16221
data,1249077600000,1951;5329;16221
data,1249077600000,1951;5643;16221
data,1249077600000,1951;5846;16221
data,1249077600000,1951;3681;16221
data,1249077600000,1951;272;16221
data,1249077600000,1951;5836;16221
data,1249077600000,1951;11112;16221
data,1249077600000,1951;4840;16221
data,1249077600000,1951;1092;16221
data,1249077600000,1951;1882;16221
data,1249077600000,1951;9766;16221
data,1249077600000,1951;6002;16222
data,1249077600000,1951;8316;16222
data,1249077600000,1951;3039;16222
data,1249077600000,1951;9266;16223
data,1249077600000,1951;9693;16223
data,1249077600000,1951;2102;16223
data,1249077600000,1951;2779;16223
data,1249077600000,1951;11555;16223
data,1249077600000,1951;1332;16224
data,1249077600000,1951;2360;16224
data,1249077600000,1951;6795;16224
data,1249077600000,1951;606;16225
data,1249077600000,1951;11852;16225
data,1249077600000,1951;11599;16226
data,1249077600000,1951;7243;16226
data,1249077600000,1952;4045;16227
data,1249077600000,1952;4275;16227
data,1249077600000,1952;249;16227
data,1249077600000,1952;9136;16227
data,1249077600000,1952;12331;16227
data,1249077600000,1952;8867;16227
data,1249077600000,1952;9970;16227
data,1249077600000,1952;8426;16227
data,1249077600000,1952;496;16227
data,1249077600000,1952;3264;16227
data,1249077600000,1952;7404;16228
data,1249077600000,1952;6699;16229
data,1249077600000,1952;11176;16229
data,1249077600000,1952;3698;16229
data,1249077600000,1952;11971;16229
data,1249077600000,1952;1942;16229
data,1249077600000,1952;5735;16230
data,1249077600000,1952;2360;16230
data,1249077600000,1952;389;16230
data,1249077600000,1952;4865;16230
data,1249077600000,1952;11111;16230
data,1249077600000,1952;5471;16230
data,1249077600000,1952;2127;16230
data,1249077600000,1952;4792;16230
data,1249077600000,1952;6109;16230
data,1249077600000,1952;6914;16230
data,1249077600000,1952;8867;16230
data,1249077600000,1952;5155;16230
data,1249077600000,1952;10600;16230
data,1249077600000,1952;7296;16230
data,1249077600000,1952;2529;16230
data,1249077600000,1952;2863;16230
data,1249077600000,1952;1172;16230
data,1249077600000,1952;1147;16230
data,1249077600000,1953;9160;16230
data,1249077600000,1953;11555;16230
data,1249077600000,1953;10438;16230
data,1249077600000,1953;2317;16230
data,1249077600000,1953;6574;16230
data,1249077600000,1953;10756;16230
data,1249077600000,1953;2352;16230
data,1249077600000,1953;2546;16230
data,1249077600000,1953;1529;16230
data,1249077600000,1953;10241;16230
data,1249077600000,1953;210;16230
data,1249077600000,1953;1678;16230
data,1249077600000,1953;9327;16230
data,1249077600000,1953;3184;16230
data,1249077600000,1953;7852;16230
data,1249077600000,1953;6883;16231
data,1249077600000,1953;11039;16231
data,1249077600000,1953;4257;16231
data,1249077600000,1953;10743;16231
data,1249077600000,1953;10571;16231
data,1249077600000,1953;8867;16231
data,1249077600000,1953;61;16231
data,1249077600000,1953;12328;16231
data,1249077600000,1953;8254;16231
data,1249077600000,1953;2355;16231
data,1249077600000,1953;11063;16231
data,1249077600000,1953;4458;16231
data,1249077600000,1953;11135;16231
data,1249077600000,1953;3312;16231
data,1249077600000,1953;9637;16231
data,1249077600000,1953;653;16231
data,1249077600000,1953;6139;16231
data,1249077600000,1953;8885;16231
data,1249077600000,1953;10261;16231
data,1249077600000,1953;8475;16231
data,1249077600000,1953;1404;16231
data,1249077600000,1953;7540;16231
data,1249077600000,1953;10678;16231
data,1249077600000,1953;11971;16231
data,1249077600000,1953;1635;16231
data,1249077600000,1953;534;16231
data,1249077600000,1953;7984;16231
data,1249077600000,1953;6232;16231
data,1249077600000,1953;11446;16231
data,1249077600000,1953;9693;16231
data,1249077600000,1953;12331;16231
data,1249077600000,1953;4260;16231
data,1249077600000,1953;6874;16231
data,1249077600000,1953;7808;16231
data,1249077600000,1953;1493;16231
data,1249077600000,1953;2569;16231
data,1249077600000,1953;7259;16231
data,1249077600000,1954;4896;16231
data,1249077600000,1954;3312;16231
data,1249077600000,1954;8024;16231
data,1249077600000,1954;2812;16231
data,1249077600000,1954;3024;16231
data,1249077600000,1954;3086;16231
data,1249077600000,1955;11237;16231
data,1249077600000,1955;2774;16231
data,1249077600000,1955;2093;16231
data,1249077600000,1955;1175;16231
data,1249077600000,1955;153;16231
data,1249077600000,1955;7905;16231
data,1249077600000,1955;9229;16231
data,1249077600000,1955;3885;16231
data,1249077600000,1955;8895;16231
data,1249077600000,1955;7081;16231
data,1249077600000,1955;10735;16231
data,1249077600000,1955;1075;16231
data,1249077600000,1955;6661;16231
data,1249077600000,1955;9725;16231
data,1249077600000,1955;11073;16231
data,1249077600000,1955;869;16231
data,1249077600000,1956;2227;16232
data,1249077600000,1956;3672;16232
data,1249077600000,1956;4637;16232
data,1249077600000,1957;6803;16232
data,1249077600000,1957;471;16232
data,1249077600000,1957;7228;16232
data,1249077600000,1957;9097;16233
data,1249077600000,1957;10081;16233
data,1249077600000,1957;2384;16234
data,1249077600000,1957;1348;16234
data,1249077600000,1958;11582;16234
data,1249077600000,1959;6232;16234
data,1249077600000,1959;10262;16234
data,1249077600000,1959;11908;16234
data,1249077600000,1959;7521;16234
data,1249077600000,1959;3262;16234
data,1249077600000,1959;2940;16234
data,1249077600000,1960;9600;16235
data,1249077600000,1960;7074;16235
data,1249077600000,1960;3144;16236
data,1249077600000,1961;8892;16236
data,1249077600000,1961;543;16236
data,1249077600000,1961;5351;16236
data,1249077600000,1961;7610;16236
data,1249077600000,1961;12252;16236
data,1249077600000,1962;10226;16236
data,1249077600000,1962;4717;16236
data,1249077600000,1962;2266;16236
data,1249077600000,1962;1878;16236
data,1249077600000,1962;495;16236
data,1249077600000,1962;5148;16236
data,1249077600000,1963;2159;16236
data,1249077600000,1963;3055;16236
data,1249077600000,1963;3674;16236
data,1249077600000,1963;6023;16236
data,1249077600000,1964;8262;16237
data,1249077600000,1964;11508;16238
data,1249077600000,1964;9584;16239
data,1249077600000,1964;11376;16239
data,1249077600000,1964;5977;16239
data,1249077600000,1964;2940;16239
data,1249077600000,1964;3346;16239
data,1249077600000,1964;12010;16239
data,1249077600000,1964;1194;16239
data,1249077600000,1964;6340;16239
data,1249077600000,1964;1192;16239
data,1249077600000,1964;2520;16239
data,1249077600000,1964;5777;16239
data,1249077600000,1964;1502;16239
data,1249077600000,1964;11760;16239
data,1249077600000,1964;6822;16239
data,1249077600000,1964;1051;16239
data,1249077600000,1964;9403;16239
data,1249077600000,1964;683;16239
data,1249077600000,1964;8289;16239
data,1249077600000,1964;5241;16239
data,1249077600000,1964;1355;16239
data,1249077600000,1964;6480;16239
data,1251756000000,1964;5531;16239
data,1251756000000,1964;1187;16239
data,1251756000000,1964;11513;16240
data,1251756000000,1964;3452;16240
data,1251756000000,1964;5743;16240
data,1251756000000,1964;3055;16240
data,1251756000000,1964;4327;16240
data,1251756000000,1964;8143;16240
data,1251756000000,1964;2434;16240
data,1251756000000,1964;8916;16240
data,1251756000000,1964;12027;16240
data,1251756000000,1964;598;16240
data,1251756000000,1964;8995;16240
data,1251756000000,1964;4998;16240
data,1251756000000,1964;2115;16240
data,1251756000000,1964;7897;16240
data,1251756000000,1964;7327;16240
data,1251756000000,1964;3381;16240
data,1251756000000,1964;434;16240
data,1251756000000,1964;1810;16240
data,1251756000000,1964;12435;16241
data,1251756000000,1964;5861;16241
data,1251756000000,1964;11672;16242
data,1251756000000,1964;8787;16243
data,1251756000000,1964;4054;16243
data,1251756000000,1964;4763;16243
data,1251756000000,1964;11577;16244
data,1251756000000,1964;8274;16244
data,1251756000000,1964;9997;16244
data,1251756000000,1964;8813;16244
data,1251756000000,1964;9161;16245
data,1251756000000,1964;3101;16246
data,1251756000000,1964;11213;16246
data,1251756000000,1964;9065;16246
data,1251756000000,1964;11191;16247
data,1251756000000,1964;8274;16247
data,1251756000000,1964;4921;16248
data,1251756000000,1964;2010;16248
data,1251756000000,1965;11222;16248
data,1251756000000,1965;348;16249
data,1251756000000,1965;10952;16250
data,1251756000000,1965;7922;16250
data,1251756000000,1965;11053;16250
data,1251756000000,1965;9794;16250
data,1251756000000,1965;17;16250
data,1251756000000,1965;10185;16250
data,1251756000000,1965;9941;16251
data,1251756000000,1965;5927;16251
data,1251756000000,1965;9698;16251
data,1251756000000,1965;7383;16251
data,1251756000000,1965;12392;16251
data,1251756000000,1965;7150;16252
data,1251756000000,1965;8911;16252
data,1251756000000,1965;195;16252
data,1251756000000,1965;8813;16252
data,1251756000000,1965;2662;16253
data,1251756000000,1965;940;16254
data,1251756000000,1965;3060;16255
data,1251756000000,1965;1241;16255
data,1251756000000,1965;3790;16255
data,1251756000000,1965;8813;16255
data,1251756000000,1965;1819;16255
data,1251756000000,1965;3482;16255
data,1251756000000,1965;9825;16256
data,1251756000000,1965;3382;16256
data,1251756000000,1965;11973;16257
data,1251756000000,1965;2483;16258
data,1251756000000,1965;12182;16258
data,1251756000000,1965;5232;16259
data,1251756000000,1965;8271;16259
data,1251756000000,1965;6770;16260
data,1251756000000,1965;3811;16260
data,1251756000000,1965;10271;16260
data,1251756000000,1965;7580;16261
data,1251756000000,1965;5389;16262
data,1251756000000,1965;10901;16262
data,1251756000000,1965;3493;16262
data,1251756000000,1966;12417;16263
data,1251756000000,1966;5178;16264
data,1251756000000,1966;7877;16264
data,1251756000000,1966;5550;16265
data,1251756000000,1966;8559;16265
data,1251756000000,1966;8922;16265
data,1251756000000,1966;12221;16266
data,1251756000000,1966;10448;16266
data,1251756000000,1966;11225;16266
data,1251756000000,1966;1807;16267
data,1251756000000,1966;3873;16268
data,1251756000000,1966;2551;16268
data,1251756000000,1966;9246;16268
data,1251756000000,1966;5977;16268
data,1251756000000,1966;6710;16268
data,1251756000000,1966;5696;16269
data,1251756000000,1966;9522;16269
data,1251756000000,1966;5696;16270
data,1254348000000,1966;8215;16270
data,1254348000000,1966;3716;16270
data,1254348000000,1966;3442;16270
data,1254348000000,1966;8622;16270
data,1254348000000,1966;7738;16270
data,1254348000000,1966;1321;16270
data,1254348000000,1966;6663;16270
data,1254348000000,1966;12397;16270
data,1254348000000,1966;10987;16270
data,1254348000000,1966;8187;16270
data,1254348000000,1966;373;16270
data,1254348000000,1966;7774;16270
data,1254348000000,1966;3368;16270
data,1254348000000,1966;5540;16270
data,1254348000000,1966;1291;16270
data,1254348000000,1966;8535;16270
data,1254348000000,1966;3399;16270
data,1254348000000,1966;6038;16271
data,1254348000000,1966;1136;16271
data,1254348000000,1966;12036;16271
data,1254348000000,1966;7001;16271
data,1254348000000,1966;1546;16271
data,1254348000000,1966;12433;16272
data,1254348000000,1966;8895;16272
data,1254348000000,1966;9479;16272
data,1254348000000,1966;5696;16273
data,1254348000000,1966;11813;16273
data,1254348000000,1966;1313;16273
data,1254348000000,1966;3108;16273
data,1254348000000,1966;7621;16273
data,1254348000000,1966;9958;16273
data,1254348000000,1967;11767;16273
data,1254348000000,1967;9903;16273
data,1254348000000,1967;9693;16273
data,1254348000000,1968;9567;16273
data,1254348000000,1968;3964;16274
data,1254348000000,1968;2010;16274
data,1254348000000,1968;595;16274
data,1254348000000,1968;17;16274
data,1254348000000,1968;820;16274
data,1254348000000,1968;11346;16274
data,1254348000000,1968;4637;16274
data,1254348000000,1968;12106;16274
data,1254348000000,1968;856;16274
data,1254348000000,1968;3790;16274
data,1254348000000,1968;9317;16275
data,1254348000000,1968;12225;16275
data,1254348000000,1968;2222;16275
data,1254348000000,1968;4890;16275
data,1254348000000,1969;3111;16275
data,1254348000000,1969;8535;16275
data,1254348000000,1969;1804;16275
data,1254348000000,1969;10752;16275
data,1254348000000,1969;4856;16275
data,1254348000000,1969;3038;16275
data,1254348000000,1969;8995;16275
data,1254348000000,1969;2161;16275
data,1254348000000,1969;11456;16275
data,1254348000000,1969;9185;16275
data,1254348000000,1969;5594;16275
data,1254348000000,1969;681;16275
data,1254348000000,1969;12333;16275
data,1254348000000,1969;10571;16275
data,1254348000000,1969;8622;16275
data,1254348000000,1969;7672;16275
data,1254348000000,1969;7219;16276
data,1254348000000,1969;9577;16276
data,1254348000000,1969;373;16276
data,1254348000000,1969;8755;16276
data,1254348000000,1969;6464;16276
data,1254348000000,1969;6726;16276
data,1254348000000,1969;1934;16276
data,1254348000000,1969;11559;16276
data,1254348000000,1969;11573;16276
data,1254348000000,1969;9888;16276
data,1254348000000,1969;3617;16276
data,1254348000000,1969;6572;16276
data,1254348000000,1969;18;16276
data,1254348000000,1969;1543;16277
data,1254348000000,1969;6423;16277
data,1254348000000,1969;1253;16277
data,1254348000000,1969;11987;16277
data,1254348000000,1969;10099;16277
data,1254348000000,1969;12388;16277
data,1254348000000,1969;12482;16278
data,1254348000000,1969;3184;16278
data,1254348000000,1969;6491;16278
data,1254348000000,1969;5581;16279
data,1254348000000,1969;70;16279
data,1254348000000,1969;8382;16279
data,1254348000000,1969;7173;16279
data,1254348000000,1969;11494;16279
data,1254348000000,1969;2812;16279
data,1254348000000,1969;4272;16280
data,1254348000000,1969;11420;16280
data,1254348000000,1969;8011;16281
data,1254348000000,1969;12040;16281
data,1254348000000,1969;4531;16281
data,1254348000000,1969;5329;16281
data,1254348000000,1969;5251;16281
data,1254348000000,1969;8108;16281
data,1254348000000,1969;9367;16281
data,1254348000000,1969;7566;16281
data,1254348000000,1969;17;16281
data,1254348000000,1969;11151;16281
data,1254348000000,1969;8274;16281
data,1254348000000,1969;10752;16281
data,1254348000000,1969;7231;16281
data,1254348000000,1969;5578;16281
data,1254348000000,1969;3004;16281
data,1254348000000,1969;2115;16281
data,1254348000000,1969;1681;16281
data,1254348000000,1969;4637;16281
data,1254348000000,1969;221;16281
data,1254348000000,1969;6139;16281
data,1254348000000,1969;6456;16282
data,1254348000000,1969;6923;16282
data,1254348000000,1969;2598;16282
data,1254348000000,1969;9157;16282
data,1254348000000,1969;9315;16282
data,1254348000000,1969;5943;16283
data,1254348000000,1969;6589;16283
data,1254348000000,1969;9370;16283
data,1254348000000,1969;5693;16283
data,1254348000000,1969;3252;16284
data,1254348000000,1969;6800;16284
data,1254348000000,1969;12397;16284
data,1254348000000,1969;12202;16284
data,1254348000000,1969;541;16285
data,1254348000000,1969;2044;16285
data,1254348000000,1969;745;16285
data,1254348000000,1969;10007;16285
data,1254348000000,1970;7052;16285
data,1254348000000,1970;3958;16285
data,1254348000000,1970;10743;16285
data,1254348000000,1970;9403;16285
data,1254348000000,1970;11645;16285
data,1254348000000,1970;778;16285
data,1254348000000,1970;3038;16285
data,1254348000000,1970;10271;16285
data,1254348000000,1970;4586;16285
data,1254348000000,1970;7140;16286
data,1254348000000,1970;740;16286
data,1254348000000,1970;4202;16286
data,1254348000000,1970;8872;16286
data,1254348000000,1971;11162;16286
data,1254348000000,1971;10626;16286
data,1254348000000,1971;5251;16286
data,1254348000000,1971;3674;16286
data,1254348000000,1971;12520;16286
data,1254348000000,1971;11225;16286
data,1254348000000,1971;11003;16287
data,1254348000000,1971;12182;16287
data,1254348000000,1971;5298;16287
data,1254348000000,1971;4834;16287
data,1254348000000,1971;5358;16287
data,1254348000000,1971;5554;16287
data,1254348000000,1971;7256;16287
data,1254348000000,1971;4055;16288
data,1254348000000,1971;2780;16288
data,1254348000000,1971;4252;16288
data,1254348000000,1971;3345;16288
data,1254348000000,1971;7406;16289
data,1254348000000,1971;11786;16289
data,1254348000000,1972;11189;16289
data,1254348000000,1972;9315;16289
data,1254348000000,1972;4852;16289
data,1254348000000,1972;5213;16289
data,1254348000000,1972;6887;16289
data,1257030000000,1973;9243;16289
data,1257030000000,1973;10856;16289
data,1257030000000,1973;11786;16289
data,1257030000000,1973;10696;16289
data,1257030000000,1973;10699;16289
data,1257030000000,1973;10148;16289
data,1257030000000,1973;7605;16290
data,1257030000000,1973;11626;16290
data,1257030000000,1973;12269;16290
data,1257030000000,1973;11698;16290
data,1257030000000,1973;1321;16290
data,1257030000000,1973;2023;16290
data,1257030000000,1973;335;16290
data,1257030000000,1973;6922;16291
data,1257030000000,1973;10271;16291
data,1257030000000,1973;7677;16291
data,1257030000000,1973;8211;16292
data,1257030000000,1973;1803;16292
data,1257030000000,1973;7777;16292
data,1257030000000,1973;6363;16292
data,1257030000000,1973;1965;16292
data,1257030000000,1973;6750;16292
data,1257030000000,1973;4360;16292
data,1259622000000,1973;10987;16292
data,1259622000000,1973;10601;16292
data,1259622000000,1973;7716;16292
data,1259622000000,1973;2023;16292
data,1259622000000,1973;8535;16292
data,1259622000000,1973;923;16293
data,1259622000000,1973;7231;16293
data,1259622000000,1973;6647;16293
data,1259622000000,1973;9063;16293
data,1259622000000,1973;2352;16293
data,1259622000000,1973;2716;16293
data,1259622000000,1973;5540;16293
data,1259622000000,1973;2196;16294
data,1259622000000,1973;12182;16294
data,1259622000000,1973;11768;16294
data,1259622000000,1973;2136;16294
data,1259622000000,1973;11030;16294
data,1259622000000,1973;11605;16294
data,1259622000000,1973;322;16295
data,1259622000000,1973;1520;16295
data,1259622000000,1973;61;16295
data,1259622000000,1973;520;16295
data,1259622000000,1973;9570;16295
data,1259622000000,1973;4327;16295
data,1259622000000,1973;5947;16296
data,1262300400000,1973;11657;16296
data,1262300400000,1973;5743;16296
data,1262300400000,1973;10286;16296
data,1262300400000,1973;7664;16296
data,1262300400000,1973;4355;16296
data,1262300400000,1973;5298;16296
data,1262300400000,1973;7252;16296
data,1262300400000,1973;648;16296
data,1264978800000,1973;3319;16296
data,1264978800000,1973;10755;16296
data,1264978800000,1973;3334;16296
data,1264978800000,1973;8246;16296
data,1264978800000,1973;4883;16296
data,1272664800000,1973;4069;16296
data,1272664800000,1973;8537;16296
data,1272664800000,1973;1803;16296
data,1272664800000,1973;3135;16296
data,1272664800000,1973;12190;16296
data,1272664800000,1973;149;16296
data,1272664800000,1973;7168;16296
data,1272664800000,1973;9955;16296
data,1272664800000,1973;5575;16296
data,1272664800000,1973;10743;16296
data,1275343200000,1973;1568;16296
data,1275343200000,1973;5756;16296
data,1275343200000,1973;12027;16296
data,1275343200000,1973;353;16296
data,1275343200000,1973;6589;16296
data,1275343200000,1973;9036;16296
data,1275343200000,1973;11594;16296
data,1277935200000,1973;3958;16296
data,1280613600000,1973;12093;16297
data,1285884000000,1973;3399;16297
data,1285884000000,1973;5478;16298
data,1293836400000,1973;3464;16299
data,1293836400000,1973;2222;16299
data,1296514800000,1973;1961;16299
data,1222812000000,1973;1837;16299
data,1222812000000,1973;2739;16299
data,1222812000000,1973;7533;16299
data,1222812000000,1973;5014;16299
data,1222812000000,1973;8079;16299
data,1222812000000,1973;10256;16299
data,1225494000000,1973;10267;16299
data,1225494000000,1973;3893;16300
data,1225494000000,1973;6449;16301
data,1225494000000,1973;8474;16301
data,1225494000000,1973;11657;16301
data,1225494000000,1973;6874;16302
data,1225494000000,1973;11144;16303
data,1225494000000,1973;11144;16304
data,1225494000000,1973;6391;16304
data,1225494000000,1973;300;16305
data,1225494000000,1973;12450;16305
data,1225494000000,1973;5517;16305
data,1225494000000,1973;5338;16305
data,1225494000000,1973;6874;16306
data,1225494000000,1973;12288;16306
data,1225494000000,1973;5490;16306
data,1225494000000,1973;7493;16306
data,1228086000000,1973;9909;16306
data,1228086000000,1973;8880;16306
data,1230764400000,1973;534;16306
data,1230764400000,1973;10483;16306
data,1230764400000,1973;1187;16306
data,1230764400000,1973;4915;16307
data,1233442800000,1973;4446;16307
data,1233442800000,1973;10414;16307
data,1233442800000,1973;3040;16307
data,1233442800000,1973;5048;16307
data,1233442800000,1973;7529;16308
data,1233442800000,1973;6979;16308
data,1233442800000,1973;8640;16308
data,1233442800000,1973;5846;16309
data,1233442800000,1973;10537;16309
data,1233442800000,1973;2057;16310
data,1233442800000,1973;11144;16311
data,1233442800000,1973;5846;16312
data,1233442800000,1973;3893;16313
data,1233442800000,1973;10477;16313
data,1233442800000,1973;3893;16314
data,1233442800000,1973;2057;16315
data,1233442800000,1973;154;16316
data,1233442800000,1974;12030;16316
data,1233442800000,1974;11855;16316
data,1235862000000,1974;5544;16317
data,1235862000000,1974;7777;16317
data,1235862000000,1974;496;16317
data,1235862000000,1974;3893;16318
data,1235862000000,1974;2360;16318
data,1235862000000,1974;7828;16318
data,1235862000000,1974;9465;16319
data,1235862000000,1974;2057;16320
data,1235862000000,1974;2057;16321
data,1238536800000,1974;4919;16321
data,1238536800000,1974;11179;16321
data,1238536800000,1974;11376;16322
data,1238536800000,1974;6874;16323
data,1238536800000,1974;5846;16324
data,1238536800000,1974;1758;16324
data,1241128800000,1974;2681;16325
data,1241128800000,1974;6996;16325
data,1241128800000,1974;7356;16325
data,1241128800000,1974;3698;16325
data,1243807200000,1974;8634;16325
data,1243807200000,1974;4339;16326
data,1246399200000,1974;8474;16326
data,1259622000000,1974;1178;16326
