New Run at  07/13/2017 20:13:27
, Time, RandomReward; N_LinUCBReward; 
data,1243807200000,3073;8406;23940
data,1243807200000,3073;965;23940
data,1243807200000,3073;415;23940
data,1243807200000,3073;8513;23940
data,1243807200000,3073;3277;23940
data,1243807200000,3074;1959;23940
data,1243807200000,3074;9531;23940
data,1243807200000,3074;1635;23940
data,1243807200000,3074;4473;23940
data,1243807200000,3074;2386;23941
data,1243807200000,3074;6984;23941
data,1243807200000,3074;7338;23941
data,1243807200000,3074;11941;23941
data,1243807200000,3074;6814;23941
data,1243807200000,3074;1419;23942
data,1243807200000,3074;1127;23943
data,1243807200000,3074;58;23943
data,1243807200000,3074;4686;23943
data,1243807200000,3074;3586;23943
data,1243807200000,3074;5503;23943
data,1243807200000,3074;12495;23943
data,1243807200000,3074;11982;23943
data,1243807200000,3074;1224;23943
data,1243807200000,3074;12213;23943
data,1243807200000,3074;7622;23943
data,1243807200000,3074;3555;23943
data,1243807200000,3074;6929;23943
data,1243807200000,3074;4972;23944
data,1243807200000,3074;7893;23944
data,1243807200000,3074;6214;23944
data,1243807200000,3074;4878;23944
data,1243807200000,3074;769;23944
data,1246399200000,3074;2348;23944
data,1246399200000,3074;3103;23944
data,1246399200000,3074;7414;23944
data,1246399200000,3074;3131;23944
data,1246399200000,3074;9343;23945
data,1249077600000,3074;6943;23945
data,1249077600000,3074;9621;23945
data,1249077600000,3074;1127;23946
data,1249077600000,3074;11132;23947
data,1249077600000,3074;2358;23948
data,1249077600000,3074;6814;23948
data,1249077600000,3074;2358;23949
data,1249077600000,3075;10217;23949
data,1249077600000,3075;8640;23949
data,1249077600000,3075;8045;23949
data,1249077600000,3075;2065;23950
data,1249077600000,3075;1379;23951
data,1249077600000,3075;415;23951
data,1249077600000,3075;4421;23951
data,1249077600000,3075;5503;23951
data,1249077600000,3075;2358;23952
data,1251756000000,3075;1236;23952
data,1251756000000,3075;4831;23953
data,1251756000000,3075;6167;23954
data,1251756000000,3075;2358;23955
data,1251756000000,3075;1704;23955
data,1251756000000,3075;1703;23955
data,1251756000000,3075;11437;23955
data,1251756000000,3075;7547;23955
data,1251756000000,3075;2860;23955
data,1251756000000,3075;10111;23955
data,1251756000000,3075;7703;23955
data,1251756000000,3075;633;23955
data,1251756000000,3075;252;23956
data,1254348000000,3075;6805;23956
data,1254348000000,3075;537;23956
data,1254348000000,3075;11844;23956
data,1257030000000,3075;2317;23956
data,1257030000000,3075;7111;23957
data,1257030000000,3075;11673;23957
data,1257030000000,3075;11902;23957
data,1259622000000,3075;645;23957
data,1264978800000,3075;506;23957
data,1267398000000,3075;12438;23957
data,1267398000000,3075;9128;23957
data,1267398000000,3075;10983;23957
data,1267398000000,3075;2181;23957
data,1270072800000,3076;8266;23957
data,1270072800000,3076;498;23958
data,1270072800000,3076;9135;23959
data,1272664800000,3076;2408;23959
data,1272664800000,3076;9722;23959
data,1272664800000,3076;3265;23959
data,1272664800000,3076;4113;23959
data,1275343200000,3076;7149;23959
data,1277935200000,3076;7687;23959
data,1277935200000,3076;11859;23959
data,1280613600000,3076;2756;23960
data,1280613600000,3076;6887;23960
data,1280613600000,3076;5683;23961
data,1280613600000,3076;1928;23961
data,1280613600000,3076;5625;23962
data,1283292000000,3077;2175;23962
data,1285884000000,3077;7338;23962
data,1288566000000,3077;3151;23962
data,1288566000000,3078;10859;23962
data,1288566000000,3078;3503;23962
data,1288566000000,3078;10683;23962
data,1288566000000,3079;136;23962
data,1288566000000,3079;2458;23962
data,1288566000000,3079;6402;23962
data,1291158000000,3079;2800;23962
data,1291158000000,3079;343;23962
data,1293836400000,3079;3230;23962
data,1296514800000,3079;8018;23962
data,1296514800000,3079;11586;23962
data,1298934000000,3079;5683;23963
data,1298934000000,3079;1919;23963
data,1298934000000,3079;6449;23964
data,1304677297144,3079;7277;23965
data,1214863200000,3079;5635;23965
data,1235862000000,3079;3489;23965
data,1235862000000,3079;11527;23965
data,1235862000000,3079;1291;23965
data,1235862000000,3079;7745;23965
data,1235862000000,3079;2789;23965
data,1235862000000,3079;3320;23965
data,1235862000000,3079;4969;23965
data,1235862000000,3079;5312;23965
data,1235862000000,3079;2271;23965
data,1235862000000,3079;12055;23965
data,1235862000000,3079;1387;23965
data,1235862000000,3080;7830;23965
data,1235862000000,3080;11997;23965
data,1235862000000,3080;2534;23965
data,1235862000000,3080;6555;23966
data,1235862000000,3080;9947;23966
data,1235862000000,3080;6093;23966
data,1235862000000,3080;1175;23966
data,1235862000000,3080;7045;23967
data,1235862000000,3080;5248;23967
data,1235862000000,3080;938;23967
data,1235862000000,3080;8867;23967
data,1235862000000,3080;6504;23968
data,1235862000000,3080;4915;23968
data,1235862000000,3080;739;23968
data,1235862000000,3080;8878;23969
data,1235862000000,3080;7759;23969
data,1235862000000,3080;8936;23969
data,1235862000000,3080;2645;23970
data,1235862000000,3080;8931;23971
data,1235862000000,3080;10565;23971
data,1235862000000,3080;8665;23971
data,1235862000000,3080;10955;23971
data,1235862000000,3080;7701;23972
data,1235862000000,3080;4419;23972
data,1235862000000,3080;3748;23972
data,1235862000000,3080;2253;23972
data,1235862000000,3080;6839;23972
data,1235862000000,3080;6470;23973
data,1235862000000,3080;10384;23973
data,1235862000000,3080;241;23973
data,1235862000000,3080;6702;23974
data,1235862000000,3080;11020;23975
data,1235862000000,3080;10398;23976
data,1235862000000,3080;4257;23976
data,1235862000000,3080;2737;23977
data,1235862000000,3080;9194;23978
data,1235862000000,3080;923;23978
data,1235862000000,3080;11555;23978
data,1235862000000,3080;5876;23978
data,1235862000000,3080;9166;23978
data,1235862000000,3080;7828;23978
data,1235862000000,3080;6951;23978
data,1235862000000,3081;6615;23978
data,1235862000000,3082;11726;23979
data,1235862000000,3082;5786;23979
data,1235862000000,3082;11410;23979
data,1235862000000,3083;3118;23979
data,1235862000000,3083;974;23979
data,1235862000000,3083;5329;23979
data,1235862000000,3083;7293;23980
data,1235862000000,3083;3805;23981
data,1235862000000,3083;11144;23982
data,1238536800000,3083;1901;23982
data,1238536800000,3083;9586;23982
data,1238536800000,3083;7155;23982
data,1238536800000,3083;10935;23982
data,1238536800000,3083;472;23982
data,1238536800000,3083;5525;23982
data,1238536800000,3083;7483;23982
data,1238536800000,3083;9160;23982
data,1238536800000,3083;12182;23983
data,1238536800000,3083;4622;23983
data,1238536800000,3083;11850;23984
data,1238536800000,3083;5534;23984
data,1238536800000,3083;1904;23984
data,1241128800000,3083;154;23984
data,1241128800000,3083;4130;23985
data,1241128800000,3083;8736;23985
data,1241128800000,3083;2681;23986
data,1241128800000,3083;10663;23987
data,1241128800000,3084;1150;23987
data,1241128800000,3084;12261;23987
data,1241128800000,3084;297;23987
data,1241128800000,3084;6315;23987
data,1241128800000,3084;2821;23987
data,1241128800000,3085;11898;23987
data,1243807200000,3085;2255;23987
data,1243807200000,3085;6555;23988
data,1243807200000,3086;7356;23989
data,1243807200000,3086;5181;23989
data,1246399200000,3086;3659;23989
data,1246399200000,3086;527;23990
data,1246399200000,3087;11829;23990
data,1246399200000,3087;5608;23990
data,1249077600000,3087;10650;23991
data,1249077600000,3087;1433;23991
data,1249077600000,3087;11363;23992
data,1254348000000,3087;2290;23992
data,1254348000000,3087;9600;23992
data,1254348000000,3087;1520;23992
data,1254348000000,3087;300;23992
data,1254348000000,3087;6561;23992
data,1254348000000,3087;5635;23992
data,1254348000000,3087;5571;23992
data,1254348000000,3087;7440;23992
data,1254348000000,3087;9337;23992
data,1254348000000,3087;11997;23992
data,1254348000000,3087;9194;23993
data,1254348000000,3087;2583;23993
data,1254348000000,3087;10211;23993
data,1254348000000,3087;2803;23993
data,1254348000000,3087;6470;23994
data,1254348000000,3087;4513;23994
data,1254348000000,3087;8957;23994
data,1254348000000,3087;8794;23994
data,1254348000000,3087;10437;23994
data,1254348000000,3087;10999;23994
data,1254348000000,3087;371;23995
data,1254348000000,3087;5581;23995
data,1254348000000,3087;6822;23996
data,1254348000000,3087;5076;23996
data,1254348000000,3087;11014;23996
data,1257030000000,3087;154;23996
data,1257030000000,3087;6067;23997
data,1257030000000,3087;11299;23997
data,1257030000000,3087;1168;23998
data,1257030000000,3088;651;23998
data,1257030000000,3088;4668;23999
data,1257030000000,3088;4978;24000
data,1257030000000,3088;1101;24000
data,1257030000000,3088;8567;24000
data,1257030000000,3088;5581;24000
data,1257030000000,3088;6874;24001
data,1257030000000,3088;8462;24002
data,1257030000000,3088;4963;24002
data,1257030000000,3088;4430;24002
data,1257030000000,3088;9749;24002
data,1257030000000,3089;12033;24002
data,1257030000000,3089;4166;24002
data,1257030000000,3089;7484;24002
data,1257030000000,3089;2651;24002
data,1257030000000,3089;9861;24002
data,1257030000000,3090;4419;24002
data,1257030000000,3090;4734;24002
data,1257030000000,3090;1790;24002
data,1257030000000,3090;12393;24002
data,1257030000000,3090;8114;24002
data,1257030000000,3090;7634;24002
data,1257030000000,3090;3873;24002
data,1257030000000,3090;2451;24002
data,1257030000000,3090;11492;24002
data,1257030000000,3090;1387;24002
data,1257030000000,3091;9461;24002
data,1257030000000,3091;9443;24002
data,1257030000000,3091;4998;24002
data,1257030000000,3091;12033;24002
data,1257030000000,3091;6400;24002
data,1257030000000,3091;2747;24002
data,1257030000000,3091;11446;24002
data,1257030000000,3091;1570;24002
data,1257030000000,3091;5289;24002
data,1257030000000,3091;3099;24002
data,1257030000000,3091;2681;24003
data,1257030000000,3091;11178;24003
data,1257030000000,3091;9916;24003
data,1257030000000,3092;3065;24004
data,1257030000000,3092;2311;24004
data,1257030000000,3092;11062;24004
data,1257030000000,3092;7817;24004
data,1257030000000,3092;6067;24005
data,1259622000000,3092;4130;24006
data,1259622000000,3092;5530;24007
data,1259622000000,3092;2073;24007
data,1259622000000,3092;2706;24007
data,1259622000000,3092;2662;24007
data,1259622000000,3092;6921;24008
data,1259622000000,3092;2976;24008
data,1259622000000,3092;4610;24008
data,1262300400000,3092;9947;24008
data,1262300400000,3092;3264;24008
data,1262300400000,3092;10885;24008
data,1262300400000,3092;8653;24008
data,1262300400000,3092;1496;24008
data,1262300400000,3093;5840;24008
data,1262300400000,3093;753;24008
data,1262300400000,3093;7511;24008
data,1262300400000,3093;9215;24008
data,1262300400000,3093;1621;24008
data,1262300400000,3093;8880;24008
data,1262300400000,3093;1410;24008
data,1262300400000,3093;9615;24008
data,1262300400000,3093;8457;24008
data,1262300400000,3093;10508;24008
data,1262300400000,3093;8126;24008
data,1262300400000,3093;8010;24008
data,1262300400000,3093;5364;24008
data,1262300400000,3093;4920;24008
data,1262300400000,3093;2989;24008
data,1262300400000,3093;5763;24008
data,1262300400000,3093;5777;24008
data,1262300400000,3093;5534;24008
data,1262300400000,3093;8812;24008
data,1264978800000,3093;2144;24008
data,1264978800000,3093;5643;24009
data,1264978800000,3093;6996;24010
data,1264978800000,3093;4936;24010
data,1264978800000,3093;10613;24010
data,1264978800000,3093;9097;24010
data,1264978800000,3093;11600;24010
data,1264978800000,3093;9333;24010
data,1264978800000,3093;10094;24010
data,1264978800000,3093;4527;24010
data,1264978800000,3093;1394;24010
data,1264978800000,3093;5971;24010
data,1264978800000,3093;5233;24010
data,1264978800000,3093;1904;24010
data,1264978800000,3093;5599;24010
data,1264978800000,3093;2451;24010
data,1264978800000,3093;10930;24010
data,1264978800000,3093;7483;24010
data,1264978800000,3093;2586;24010
data,1264978800000,3094;3294;24011
data,1264978800000,3094;9166;24011
data,1264978800000,3094;10437;24011
data,1264978800000,3094;11642;24011
data,1264978800000,3094;5922;24011
data,1264978800000,3094;12120;24011
data,1264978800000,3094;6874;24012
data,1264978800000,3094;3915;24013
data,1264978800000,3094;1101;24013
data,1264978800000,3094;5338;24014
data,1264978800000,3094;4988;24015
data,1264978800000,3094;3842;24015
data,1264978800000,3094;1317;24015
data,1264978800000,3094;11222;24015
data,1264978800000,3094;7644;24016
data,1267398000000,3094;3461;24016
data,1267398000000,3094;10003;24016
data,1267398000000,3094;927;24016
data,1267398000000,3095;7482;24016
data,1267398000000,3095;1905;24016
data,1267398000000,3095;8572;24016
data,1267398000000,3095;8126;24016
data,1267398000000,3095;3748;24016
data,1267398000000,3095;7383;24016
data,1267398000000,3095;7771;24016
data,1267398000000,3095;9982;24016
data,1267398000000,3095;4123;24017
data,1267398000000,3095;7364;24017
data,1267398000000,3095;865;24017
data,1267398000000,3095;839;24017
data,1267398000000,3095;12350;24017
data,1267398000000,3095;10197;24017
data,1267398000000,3095;11078;24017
data,1267398000000,3095;5788;24017
data,1267398000000,3095;753;24017
data,1267398000000,3095;4919;24018
data,1267398000000,3095;1828;24018
data,1267398000000,3095;3677;24018
data,1267398000000,3095;7351;24018
data,1267398000000,3095;2534;24018
data,1267398000000,3095;4715;24018
data,1267398000000,3095;7358;24018
data,1267398000000,3095;11299;24018
data,1267398000000,3095;7155;24018
data,1267398000000,3095;8496;24018
data,1267398000000,3095;8079;24018
data,1267398000000,3095;5836;24019
data,1267398000000,3095;20;24019
data,1267398000000,3095;5933;24019
data,1267398000000,3095;8899;24019
data,1267398000000,3095;7483;24019
data,1267398000000,3095;7356;24020
data,1267398000000,3095;6107;24020
data,1267398000000,3095;438;24020
data,1267398000000,3095;5218;24020
data,1267398000000,3095;7026;24020
data,1267398000000,3096;3024;24020
data,1267398000000,3096;10007;24020
data,1267398000000,3096;477;24020
data,1267398000000,3096;1529;24020
data,1267398000000,3096;10370;24020
data,1267398000000,3096;5993;24021
data,1267398000000,3096;729;24021
data,1267398000000,3096;2213;24021
data,1267398000000,3096;1380;24021
data,1270072800000,3096;7364;24021
data,1270072800000,3096;927;24021
data,1270072800000,3096;5934;24021
data,1270072800000,3096;6959;24021
data,1270072800000,3096;7807;24021
data,1270072800000,3096;4807;24021
data,1270072800000,3096;4915;24021
data,1270072800000,3096;3496;24021
data,1270072800000,3096;5200;24021
data,1270072800000,3096;11630;24022
data,1270072800000,3096;5329;24022
data,1270072800000,3096;4852;24022
data,1270072800000,3096;6443;24022
data,1270072800000,3096;6422;24023
data,1270072800000,3096;3557;24023
data,1270072800000,3096;12042;24023
data,1270072800000,3096;7296;24023
data,1270072800000,3096;2100;24023
data,1270072800000,3096;18;24023
data,1270072800000,3096;2821;24023
data,1270072800000,3096;477;24023
data,1270072800000,3096;9576;24023
data,1270072800000,3096;3173;24023
data,1270072800000,3096;3540;24024
data,1270072800000,3096;6950;24024
data,1270072800000,3096;6143;24024
data,1270072800000,3096;9217;24024
data,1270072800000,3097;309;24024
data,1270072800000,3097;11179;24025
data,1270072800000,3097;2026;24025
data,1272664800000,3097;12097;24026
data,1272664800000,3097;7054;24026
data,1272664800000,3097;5617;24027
data,1272664800000,3097;3854;24028
data,1272664800000,3097;11146;24028
data,1272664800000,3097;294;24029
data,1272664800000,3097;4537;24029
data,1272664800000,3097;12064;24029
data,1272664800000,3097;7211;24030
data,1272664800000,3097;3294;24031
data,1272664800000,3097;1115;24031
data,1272664800000,3097;6067;24032
data,1272664800000,3097;1530;24032
data,1272664800000,3097;6921;24033
data,1272664800000,3097;8815;24033
data,1272664800000,3097;6536;24033
data,1272664800000,3097;8783;24034
data,1272664800000,3097;8964;24034
data,1272664800000,3097;294;24035
data,1272664800000,3097;882;24035
data,1272664800000,3097;2681;24036
data,1272664800000,3097;2656;24036
data,1272664800000,3097;5048;24036
data,1272664800000,3097;2340;24037
data,1275343200000,3097;7351;24037
data,1275343200000,3097;3712;24037
data,1275343200000,3097;3893;24037
data,1275343200000,3097;10717;24037
