New Run at  07/24/2017 14:48:22
, Time, RandomReward; UniformAdTSReward; 
data,1214863200000,1344;6180;8577
data,1214863200000,1344;1515;8578
data,1214863200000,1344;1034;8579
data,1214863200000,1344;12152;8579
data,1214863200000,1344;9428;8579
data,1214863200000,1344;12470;8579
data,1214863200000,1344;1120;8580
data,1214863200000,1344;3364;8580
data,1214863200000,1344;9878;8580
data,1214863200000,1344;8239;8580
data,1214863200000,1344;1285;8580
data,1214863200000,1344;5614;8581
data,1214863200000,1344;11329;8582
data,1214863200000,1344;8335;8582
data,1214863200000,1344;2735;8582
data,1214863200000,1344;10247;8583
data,1214863200000,1344;4839;8584
data,1214863200000,1344;7805;8584
data,1214863200000,1344;10256;8585
data,1214863200000,1344;12329;8585
data,1214863200000,1344;8820;8585
data,1214863200000,1344;4840;8586
data,1214863200000,1344;4114;8586
data,1214863200000,1344;9230;8587
data,1214863200000,1344;1305;8588
data,1214863200000,1344;10504;8588
data,1214863200000,1344;10940;8588
data,1214863200000,1344;11697;8588
data,1214863200000,1344;3950;8588
data,1214863200000,1344;6762;8589
data,1214863200000,1344;9863;8589
data,1214863200000,1344;1234;8589
data,1214863200000,1344;12125;8589
data,1214863200000,1344;11240;8589
data,1214863200000,1344;630;8589
data,1217541600000,1344;5760;8589
data,1217541600000,1344;98;8590
data,1217541600000,1344;5806;8590
data,1217541600000,1344;8800;8590
data,1217541600000,1344;11694;8591
data,1217541600000,1344;783;8591
data,1217541600000,1344;10996;8591
data,1217541600000,1344;11240;8591
data,1217541600000,1344;10840;8591
data,1217541600000,1344;12016;8591
data,1217541600000,1344;5652;8591
data,1217541600000,1344;5508;8591
data,1217541600000,1344;7340;8591
data,1217541600000,1344;789;8591
data,1217541600000,1344;4503;8591
data,1217541600000,1344;1409;8591
data,1217541600000,1344;9310;8591
data,1217541600000,1345;10508;8591
data,1217541600000,1345;218;8591
data,1217541600000,1345;5889;8591
data,1217541600000,1345;9476;8592
data,1217541600000,1345;6353;8592
data,1217541600000,1345;215;8593
data,1217541600000,1345;7208;8594
data,1217541600000,1345;356;8595
data,1217541600000,1345;6266;8595
data,1217541600000,1345;7630;8595
data,1217541600000,1345;7185;8595
data,1217541600000,1346;6025;8595
data,1217541600000,1346;631;8596
data,1217541600000,1346;7318;8596
data,1217541600000,1346;2147;8597
data,1217541600000,1346;150;8598
data,1217541600000,1346;11672;8599
data,1217541600000,1346;9855;8599
data,1217541600000,1346;9626;8600
data,1217541600000,1346;11452;8601
data,1217541600000,1346;5652;8601
data,1217541600000,1346;3726;8602
data,1217541600000,1346;1739;8603
data,1217541600000,1346;100;8604
data,1217541600000,1346;8104;8604
data,1217541600000,1346;3647;8604
data,1217541600000,1346;8111;8605
data,1220220000000,1346;9368;8605
data,1220220000000,1346;3710;8605
data,1222812000000,1346;5076;8605
data,1222812000000,1346;6214;8605
data,1233442800000,1346;4153;8605
data,1233442800000,1346;3069;8605
data,1233442800000,1346;8232;8605
data,1233442800000,1346;5805;8605
data,1233442800000,1346;5214;8606
data,1233442800000,1346;10463;8606
data,1233442800000,1346;7061;8606
data,1233442800000,1346;3472;8606
data,1233442800000,1346;12199;8606
data,1233442800000,1346;1166;8606
data,1233442800000,1346;1285;8606
data,1233442800000,1346;10421;8606
data,1233442800000,1346;7327;8606
data,1233442800000,1346;6701;8606
data,1233442800000,1346;7185;8606
data,1233442800000,1346;1673;8606
data,1233442800000,1346;12220;8606
data,1233442800000,1346;76;8606
data,1233442800000,1346;10804;8606
data,1233442800000,1346;1063;8606
data,1233442800000,1346;6428;8606
data,1233442800000,1346;2275;8606
data,1233442800000,1347;4654;8606
data,1233442800000,1347;5076;8606
data,1235862000000,1347;233;8606
data,1235862000000,1347;3782;8606
data,1235862000000,1347;4621;8606
data,1238536800000,1347;6781;8606
data,1238536800000,1347;5431;8607
data,1238536800000,1347;6176;8607
data,1238536800000,1347;8291;8607
data,1238536800000,1347;5955;8607
data,1238536800000,1347;7965;8607
data,1238536800000,1347;4235;8607
data,1238536800000,1347;837;8608
data,1238536800000,1347;11487;8608
data,1238536800000,1347;11747;8608
data,1238536800000,1347;6836;8608
data,1238536800000,1347;3644;8608
data,1238536800000,1347;5638;8609
data,1241128800000,1347;10391;8609
data,1241128800000,1347;1173;8610
data,1241128800000,1347;3394;8610
data,1241128800000,1347;3023;8610
data,1241128800000,1348;6160;8611
data,1241128800000,1348;11566;8611
data,1241128800000,1348;86;8611
data,1241128800000,1348;10228;8612
data,1243807200000,1348;9459;8613
data,1243807200000,1348;776;8613
data,1246399200000,1348;7900;8614
data,1246399200000,1348;12173;8615
data,1246399200000,1348;3161;8616
data,1246399200000,1348;4517;8617
data,1246399200000,1348;11635;8617
data,1246399200000,1348;12257;8617
data,1246399200000,1348;2341;8618
data,1246399200000,1348;12110;8619
data,1246399200000,1348;11465;8620
data,1246399200000,1348;2222;8620
data,1246399200000,1348;2986;8621
data,1246399200000,1348;7714;8622
data,1249077600000,1348;215;8623
data,1249077600000,1348;2459;8624
data,1249077600000,1348;7183;8624
data,1251756000000,1348;8891;8625
data,1251756000000,1348;11451;8626
data,1251756000000,1348;5416;8626
data,1251756000000,1348;7927;8626
data,1254348000000,1348;3981;8627
data,1254348000000,1348;4710;8628
data,1257030000000,1348;9459;8629
data,1257030000000,1348;8527;8630
data,1257030000000,1348;7301;8630
data,1257030000000,1348;11476;8631
data,1257030000000,1348;8111;8632
data,1259622000000,1348;3510;8633
data,1262300400000,1348;8492;8634
data,1262300400000,1348;12028;8634
data,1262300400000,1348;344;8635
data,1262300400000,1348;3778;8635
data,1262300400000,1348;2219;8635
data,1262300400000,1348;9364;8635
data,1262300400000,1348;8820;8635
data,1262300400000,1348;9514;8635
data,1262300400000,1348;2514;8635
data,1262300400000,1348;10880;8635
data,1262300400000,1348;12443;8636
data,1262300400000,1348;3472;8636
data,1262300400000,1348;1275;8636
data,1262300400000,1348;1117;8636
data,1262300400000,1348;11816;8637
data,1262300400000,1348;4358;8637
data,1262300400000,1349;4408;8637
data,1262300400000,1349;2766;8638
data,1262300400000,1349;1046;8638
data,1262300400000,1349;6773;8638
data,1262300400000,1349;1055;8639
data,1262300400000,1349;1285;8639
data,1262300400000,1349;4695;8640
data,1262300400000,1349;4214;8640
data,1262300400000,1349;7061;8640
data,1262300400000,1349;5872;8641
data,1262300400000,1349;9881;8642
data,1262300400000,1349;8038;8643
data,1262300400000,1349;11864;8643
data,1262300400000,1349;8629;8644
data,1262300400000,1349;690;8644
data,1262300400000,1349;2615;8645
data,1262300400000,1349;894;8645
data,1262300400000,1349;11274;8646
data,1264978800000,1350;10148;8647
data,1264978800000,1350;7082;8648
data,1264978800000,1350;6975;8649
data,1264978800000,1350;9502;8649
data,1275343200000,1350;10468;8649
data,1275343200000,1351;5806;8649
data,1275343200000,1351;10905;8649
data,1275343200000,1352;1240;8649
data,1275343200000,1352;11697;8649
data,1277935200000,1352;346;8650
data,1277935200000,1352;6659;8650
data,1280613600000,1352;2766;8651
data,1280613600000,1352;5872;8652
data,1280613600000,1352;3530;8652
data,1280613600000,1353;1525;8653
data,1280613600000,1353;9742;8653
data,1280613600000,1353;11837;8653
data,1280613600000,1353;2615;8654
data,1280613600000,1353;11748;8654
data,1280613600000,1353;8038;8655
data,1280613600000,1353;3219;8656
data,1280613600000,1353;356;8657
data,1280613600000,1353;3161;8658
data,1280613600000,1353;1856;8659
data,1280613600000,1353;11520;8659
data,1280613600000,1353;1010;8660
data,1280613600000,1353;7629;8661
data,1280613600000,1354;9223;8661
data,1280613600000,1354;6772;8661
data,1280613600000,1354;6023;8662
data,1280613600000,1354;8762;8663
data,1280613600000,1354;2199;8664
data,1280613600000,1354;10720;8665
data,1280613600000,1354;999;8665
data,1280613600000,1354;8629;8666
data,1280613600000,1354;9234;8667
data,1280613600000,1354;4522;8667
data,1280613600000,1354;1120;8668
data,1280613600000,1354;3598;8668
data,1280613600000,1354;10880;8668
data,1280613600000,1354;8445;8668
data,1280613600000,1354;215;8669
data,1280613600000,1354;6714;8669
data,1280613600000,1354;1046;8669
data,1280613600000,1354;4339;8670
data,1280613600000,1354;1758;8671
data,1280613600000,1355;9310;8671
data,1280613600000,1355;4840;8672
data,1280613600000,1356;1275;8672
data,1280613600000,1356;4695;8673
data,1280613600000,1356;7721;8674
data,1280613600000,1356;344;8675
data,1280613600000,1356;8096;8675
data,1280613600000,1356;1180;8675
data,1280613600000,1356;10302;8676
data,1285884000000,1356;3495;8676
data,1285884000000,1356;2229;8676
data,1285884000000,1356;6398;8676
data,1285884000000,1356;3306;8676
data,1285884000000,1356;4778;8677
data,1285884000000,1356;7208;8678
data,1285884000000,1356;6592;8678
data,1285884000000,1356;8957;8679
data,1285884000000,1356;3113;8680
data,1285884000000,1356;6192;8680
data,1285884000000,1356;10633;8680
data,1285884000000,1356;10661;8680
data,1285884000000,1356;12496;8680
data,1285884000000,1356;958;8680
data,1285884000000,1356;190;8680
data,1285884000000,1356;348;8680
data,1285884000000,1356;424;8680
data,1288566000000,1356;5771;8680
data,1288566000000,1356;8214;8680
data,1288566000000,1356;9704;8680
data,1288566000000,1356;9453;8680
data,1270072800000,1356;11122;8680
data,1272664800000,1356;7969;8680
data,1272664800000,1356;10581;8680
data,1272664800000,1356;7910;8680
data,1272664800000,1356;10703;8680
data,1275343200000,1356;11502;8680
data,1275343200000,1356;9079;8680
data,1275343200000,1356;9748;8680
data,1275343200000,1356;1748;8681
data,1275343200000,1356;916;8681
data,1277935200000,1356;8308;8681
data,1280613600000,1356;1985;8681
data,1280613600000,1356;8876;8681
data,1283292000000,1356;6739;8681
data,1283292000000,1356;6492;8681
data,1204326000000,1356;12302;8681
data,1204326000000,1356;12208;8681
data,1207000800000,1356;7793;8681
data,1207000800000,1356;10484;8681
data,1212271200000,1356;5474;8681
data,1233442800000,1357;10942;8681
data,1235862000000,1357;2338;8681
data,1235862000000,1357;6159;8681
data,1235862000000,1357;4775;8681
data,1235862000000,1357;5888;8681
data,1235862000000,1357;12335;8681
data,1235862000000,1357;9956;8681
data,1235862000000,1357;2677;8681
data,1235862000000,1357;12066;8681
data,1235862000000,1358;1654;8681
data,1235862000000,1358;10238;8681
data,1235862000000,1358;8658;8681
data,1235862000000,1358;83;8681
data,1235862000000,1358;12453;8681
data,1235862000000,1358;11663;8681
data,1238536800000,1358;1681;8681
data,1238536800000,1358;6819;8681
data,1238536800000,1358;2991;8681
data,1298934000000,1358;10213;8681
data,1298934000000,1358;4722;8681
data,1298934000000,1358;8102;8681
data,1298934000000,1358;5193;8681
data,1298934000000,1358;1269;8681
data,1298934000000,1358;10195;8681
data,1298934000000,1358;10678;8681
data,1298934000000,1358;4689;8681
data,1298934000000,1358;8902;8681
data,1298934000000,1358;4638;8681
data,1298934000000,1358;6701;8681
data,1298934000000,1358;3168;8681
data,1298934000000,1358;444;8681
data,1298934000000,1359;9962;8681
data,1298934000000,1359;4957;8681
data,1298934000000,1359;7839;8682
data,1298934000000,1359;2961;8682
data,1298934000000,1359;4671;8682
data,1298934000000,1359;7948;8682
data,1298934000000,1359;4186;8683
data,1288566000000,1359;10120;8683
data,1291158000000,1359;6104;8683
data,1291158000000,1359;8970;8683
data,1291158000000,1359;6488;8683
data,1291158000000,1359;709;8683
data,1291158000000,1359;7923;8683
data,1291158000000,1359;6432;8683
data,1291158000000,1359;2168;8683
data,1291158000000,1359;1024;8683
data,1291158000000,1359;1421;8683
data,1291158000000,1359;10732;8683
data,1291158000000,1359;4725;8683
data,1291158000000,1359;11930;8683
data,1291158000000,1359;38;8683
data,1291158000000,1359;3262;8683
data,1291158000000,1359;5383;8683
data,1291158000000,1359;12450;8683
data,1291158000000,1359;293;8683
data,1291158000000,1359;1669;8683
data,1291158000000,1359;2219;8683
data,1293836400000,1359;98;8683
data,1293836400000,1359;11930;8683
data,1293836400000,1359;188;8683
data,1296514800000,1360;8756;8683
data,1296514800000,1360;7000;8683
data,1296514800000,1360;9751;8683
data,1296514800000,1360;3786;8683
data,1298934000000,1360;2907;8683
data,1298934000000,1360;1676;8683
data,1298934000000,1360;1156;8683
data,1298934000000,1360;3835;8683
data,1298934000000,1360;3489;8683
data,1298934000000,1360;181;8683
data,1298934000000,1360;318;8684
data,1298934000000,1360;2804;8684
data,1298934000000,1360;2198;8684
data,1298934000000,1360;12125;8684
data,1304696323702,1360;598;8684
data,1277935200000,1360;10384;8684
data,1277935200000,1360;7150;8684
data,1277935200000,1360;4349;8684
data,1277935200000,1360;6554;8684
data,1277935200000,1360;8469;8684
data,1277935200000,1360;5155;8684
data,1277935200000,1360;11615;8684
data,1277935200000,1360;6811;8684
data,1280613600000,1360;11485;8684
data,1280613600000,1360;4719;8684
data,1280613600000,1360;1357;8684
data,1280613600000,1360;8471;8684
data,1280613600000,1360;11818;8684
data,1280613600000,1360;12443;8685
data,1280613600000,1360;4840;8686
data,1285884000000,1361;7723;8686
data,1291158000000,1362;4011;8686
data,1291158000000,1362;1758;8687
data,1291158000000,1362;887;8687
data,1293836400000,1362;7119;8688
data,1293836400000,1362;8587;8688
data,1293836400000,1362;6514;8689
data,1293836400000,1362;8356;8690
data,1293836400000,1362;5539;8690
data,1293836400000,1362;5365;8691
data,1293836400000,1362;777;8691
data,1293836400000,1363;10947;8691
data,1293836400000,1363;1592;8691
data,1293836400000,1363;3656;8691
data,1293836400000,1363;3238;8692
data,1293836400000,1363;5008;8692
data,1293836400000,1363;1331;8693
data,1293836400000,1363;6999;8693
data,1293836400000,1363;8445;8694
data,1293836400000,1363;6198;8694
data,1293836400000,1363;6192;8695
data,1293836400000,1364;318;8696
data,1293836400000,1364;3782;8697
data,1293836400000,1364;997;8698
data,1296514800000,1364;3238;8699
data,1296514800000,1364;3676;8700
data,1296514800000,1365;4510;8700
data,1296514800000,1365;8582;8701
data,1296514800000,1365;1949;8702
data,1296514800000,1365;8780;8703
data,1296514800000,1365;8038;8704
data,1296514800000,1365;10391;8705
data,1296514800000,1365;6592;8706
data,1296514800000,1365;11261;8706
data,1296514800000,1365;318;8707
data,1296514800000,1365;4598;8708
data,1296514800000,1365;8357;8709
data,1296514800000,1365;3133;8710
data,1304605701139,1365;2419;8710
data,1304605701174,1365;4746;8710
data,1304605702366,1365;5072;8710
data,1304605702442,1365;7721;8711
data,1304605702408,1365;11702;8712
data,1304605702422,1365;6941;8712
data,1304605705513,1365;1921;8712
data,1304605706454,1365;7258;8712
data,1304605706685,1365;2214;8712
data,1304605707146,1365;8144;8712
data,1304605707640,1365;9607;8713
data,1304605708632,1365;2945;8713
data,1304605708114,1365;530;8714
data,1304605710528,1365;7629;8715
data,1277935200000,1365;1828;8715
data,1277935200000,1365;2645;8715
data,1277935200000,1365;7913;8715
data,1277935200000,1365;3286;8715
data,1277935200000,1365;11859;8715
data,1277935200000,1366;5998;8715
data,1277935200000,1366;9138;8715
data,1277935200000,1367;1085;8715
data,1277935200000,1367;7258;8715
data,1277935200000,1367;4684;8715
data,1296514800000,1367;1880;8715
data,1238536800000,1367;5453;8715
data,1238536800000,1367;6150;8715
data,1238536800000,1367;5438;8715
data,1238536800000,1367;9905;8715
data,1238536800000,1367;9792;8715
data,1238536800000,1367;10028;8715
data,1238536800000,1367;1240;8715
data,1238536800000,1367;233;8715
data,1238536800000,1367;1046;8715
data,1238536800000,1367;5758;8715
data,1238536800000,1367;7329;8715
data,1238536800000,1367;3608;8715
data,1238536800000,1367;7383;8715
data,1238536800000,1367;10605;8716
data,1238536800000,1367;11041;8716
data,1238536800000,1367;3057;8716
data,1238536800000,1367;4881;8716
data,1238536800000,1367;11619;8716
data,1238536800000,1367;8329;8716
data,1238536800000,1367;8096;8716
data,1238536800000,1367;3335;8716
data,1238536800000,1367;6306;8716
data,1238536800000,1367;6626;8716
data,1238536800000,1367;4695;8716
data,1238536800000,1367;2892;8716
data,1238536800000,1367;2945;8716
data,1238536800000,1367;7301;8716
data,1238536800000,1367;1285;8716
data,1238536800000,1367;4824;8716
data,1238536800000,1367;9666;8716
data,1185919200000,1367;1285;8716
data,1185919200000,1367;1259;8716
data,1185919200000,1367;837;8716
data,1185919200000,1367;9032;8716
data,1185919200000,1367;2003;8716
data,1185919200000,1367;12078;8716
data,1185919200000,1367;2404;8716
data,1185919200000,1367;6861;8716
data,1185919200000,1367;12183;8716
data,1185919200000,1367;4896;8716
data,1185919200000,1367;5365;8716
data,1185919200000,1367;7213;8716
data,1185919200000,1367;4728;8716
data,1185919200000,1367;3635;8716
data,1185919200000,1367;10437;8716
data,1185919200000,1367;10450;8716
data,1185919200000,1367;8033;8716
data,1185919200000,1367;3377;8716
data,1185919200000,1367;7628;8716
data,1185919200000,1367;10202;8716
data,1185919200000,1367;8033;8716
data,1185919200000,1367;4269;8716
data,1185919200000,1367;4889;8716
data,1185919200000,1367;11552;8716
data,1185919200000,1367;8316;8716
data,1185919200000,1367;6354;8716
data,1185919200000,1367;8931;8716
data,1185919200000,1367;9521;8716
data,1185919200000,1367;8268;8716
data,1185919200000,1367;1358;8716
data,1185919200000,1367;6414;8716
data,1185919200000,1367;4035;8716
data,1185919200000,1367;165;8716
data,1185919200000,1367;6876;8716
data,1185919200000,1367;2523;8716
data,1185919200000,1367;4627;8716
data,1185919200000,1367;8096;8716
data,1185919200000,1367;3688;8716
data,1185919200000,1367;3120;8716
data,1185919200000,1367;10633;8716
data,1185919200000,1367;8891;8716
data,1185919200000,1367;2241;8716
data,1185919200000,1367;4247;8716
data,1185919200000,1367;2016;8716
data,1185919200000,1367;11240;8716
data,1185919200000,1367;7053;8716
data,1185919200000,1367;12154;8716
data,1185919200000,1367;6801;8716
data,1185919200000,1367;3489;8716
data,1185919200000,1367;1285;8716
data,1185919200000,1367;2378;8716
data,1185919200000,1368;7022;8716
data,1185919200000,1369;1285;8716
data,1185919200000,1369;11626;8716
data,1185919200000,1369;6636;8716
data,1185919200000,1369;843;8717
data,1185919200000,1369;8198;8717
data,1185919200000,1369;9071;8717
data,1185919200000,1369;4480;8717
data,1185919200000,1369;1900;8717
data,1185919200000,1369;12201;8717
data,1185919200000,1369;5063;8717
data,1185919200000,1369;10270;8717
data,1185919200000,1369;10852;8717
data,1185919200000,1369;5416;8717
data,1185919200000,1369;1608;8717
data,1185919200000,1369;8980;8717
data,1185919200000,1369;419;8717
data,1185919200000,1369;7815;8717
data,1188597600000,1369;8470;8717
data,1188597600000,1369;2892;8717
data,1188597600000,1369;5860;8717
data,1188597600000,1369;4889;8717
data,1193871600000,1369;10744;8717
data,1196463600000,1369;11018;8717
data,1196463600000,1369;2942;8717
data,1201820400000,1369;1729;8717
data,1212271200000,1369;5077;8717
data,1212271200000,1369;3069;8717
data,1220220000000,1369;6476;8717
data,1220220000000,1369;2603;8717
data,1220220000000,1369;1358;8717
data,1220220000000,1369;783;8717
data,1220220000000,1369;10791;8717
data,1220220000000,1369;1297;8717
data,1222812000000,1369;1345;8717
data,1222812000000,1369;10242;8717
data,1228086000000,1369;11841;8717
data,1228086000000,1369;5707;8717
data,1230764400000,1369;3848;8717
data,1230764400000,1369;7903;8717
data,1230764400000,1369;10305;8717
data,1235862000000,1369;10029;8717
data,1270072800000,1369;6828;8717
data,1277935200000,1369;5453;8717
data,1280613600000,1369;2156;8717
data,1177970400000,1369;1275;8718
data,1177970400000,1369;8357;8719
data,1177970400000,1369;11546;8719
data,1177970400000,1369;11329;8720
data,1188597600000,1369;8232;8720
data,1191189600000,1369;11748;8720
data,1191189600000,1369;3518;8720
data,1191189600000,1369;12312;8720
data,1193871600000,1369;10689;8720
data,1193871600000,1369;6423;8720
data,1193871600000,1369;6519;8720
data,1193871600000,1369;5365;8720
data,1193871600000,1369;11558;8720
data,1193871600000,1369;346;8720
data,1196463600000,1369;9595;8720
data,1196463600000,1369;10312;8720
data,1196463600000,1369;10416;8720
data,1196463600000,1369;8243;8721
data,1196463600000,1369;187;8721
data,1196463600000,1369;455;8721
data,1196463600000,1369;830;8721
data,1196463600000,1369;8195;8721
data,1196463600000,1369;11044;8721
data,1196463600000,1369;5487;8721
data,1196463600000,1369;7383;8722
data,1196463600000,1369;7022;8723
data,1196463600000,1369;2967;8723
data,1196463600000,1369;7983;8723
data,1196463600000,1369;8396;8723
data,1196463600000,1369;1367;8724
data,1196463600000,1369;8347;8725
data,1196463600000,1369;3440;8726
data,1196463600000,1369;5587;8726
data,1196463600000,1370;12199;8726
data,1196463600000,1370;9545;8726
data,1196463600000,1370;10228;8726
data,1196463600000,1370;8356;8726
data,1199142000000,1370;8629;8726
data,1199142000000,1370;7630;8726
data,1199142000000,1370;7900;8726
data,1199142000000,1370;7629;8727
data,1199142000000,1370;12201;8727
data,1199142000000,1370;6352;8727
data,1199142000000,1370;7551;8727
data,1199142000000,1370;4869;8728
data,1199142000000,1370;4031;8729
data,1201820400000,1370;1055;8729
data,1201820400000,1370;12443;8730
data,1201820400000,1370;4366;8730
data,1201820400000,1370;3782;8731
data,1201820400000,1370;6772;8732
data,1201820400000,1370;3598;8732
data,1201820400000,1371;4528;8732
data,1204326000000,1371;4021;8732
data,1204326000000,1371;344;8733
data,1204326000000,1371;2485;8733
data,1204326000000,1371;158;8733
data,1204326000000,1371;2766;8734
data,1204326000000,1371;7163;8734
data,1204326000000,1371;1653;8734
data,1204326000000,1371;9132;8734
data,1207000800000,1371;11222;8735
data,1207000800000,1371;11186;8736
data,1207000800000,1372;12325;8736
data,1207000800000,1372;8219;8736
data,1207000800000,1372;3912;8737
data,1207000800000,1372;6430;8737
data,1207000800000,1372;3446;8738
data,1207000800000,1372;8445;8738
data,1207000800000,1372;1063;8738
data,1207000800000,1372;9930;8738
data,1207000800000,1372;7889;8738
data,1207000800000,1373;11477;8738
data,1207000800000,1373;12511;8738
data,1207000800000,1373;5567;8738
data,1207000800000,1373;4051;8738
data,1207000800000,1373;10577;8738
data,1207000800000,1373;8812;8738
data,1207000800000,1373;10964;8739
data,1207000800000,1373;7891;8739
data,1207000800000,1373;8812;8739
data,1207000800000,1373;3394;8739
data,1207000800000,1373;1015;8739
data,1209592800000,1373;507;8740
data,1209592800000,1373;6291;8740
data,1209592800000,1373;1173;8740
data,1209592800000,1373;7721;8741
data,1209592800000,1373;1758;8742
data,1209592800000,1373;262;8743
data,1209592800000,1373;3697;8744
data,1209592800000,1373;5422;8745
data,1209592800000,1374;2124;8745
data,1209592800000,1374;2009;8746
data,1209592800000,1374;1515;8746
data,1209592800000,1374;873;8746
data,1212271200000,1374;11234;8747
data,1212271200000,1374;2802;8747
data,1212271200000,1374;8445;8747
data,1212271200000,1374;6414;8748
data,1212271200000,1374;1331;8749
data,1214863200000,1374;3649;8750
data,1214863200000,1374;4584;8750
data,1214863200000,1374;8709;8750
data,1214863200000,1375;5645;8751
data,1214863200000,1375;4897;8752
data,1214863200000,1375;11189;8752
data,1214863200000,1375;9005;8753
data,1214863200000,1375;7952;8753
data,1214863200000,1375;4269;8753
data,1214863200000,1375;6866;8754
data,1214863200000,1375;1234;8755
data,1214863200000,1375;5872;8756
data,1214863200000,1375;2787;8757
data,1217541600000,1375;362;8758
data,1217541600000,1375;4695;8758
data,1220220000000,1375;7213;8759
data,1220220000000,1375;9563;8759
data,1220220000000,1375;5890;8760
data,1220220000000,1375;4704;8761
data,1220220000000,1375;9537;8762
data,1220220000000,1375;7108;8763
data,1220220000000,1375;10407;8764
data,1220220000000,1375;1951;8765
data,1220220000000,1375;3069;8766
data,1220220000000,1375;10908;8767
data,1222812000000,1375;10108;8767
data,1222812000000,1375;11197;8768
data,1222812000000,1375;5082;8768
data,1222812000000,1375;4161;8768
data,1222812000000,1375;5135;8769
data,1222812000000,1375;1652;8770
data,1222812000000,1375;4122;8771
data,1222812000000,1375;7551;8771
data,1222812000000,1375;2999;8771
data,1222812000000,1375;3537;8772
data,1222812000000,1376;6717;8772
data,1222812000000,1376;11028;8773
data,1222812000000,1376;4820;8774
data,1222812000000,1376;2617;8775
data,1222812000000,1376;5989;8776
data,1222812000000,1376;8593;8776
data,1222812000000,1376;6255;8777
data,1222812000000,1376;5055;8777
data,1222812000000,1376;11362;8777
data,1222812000000,1376;9816;8778
data,1222812000000,1376;1430;8779
data,1222812000000,1376;6291;8779
data,1222812000000,1376;1309;8780
data,1222812000000,1376;506;8781
data,1222812000000,1376;6092;8782
data,1222812000000,1376;1673;8783
data,1222812000000,1376;229;8784
data,1222812000000,1376;6910;8784
data,1225494000000,1376;5978;8785
data,1225494000000,1376;3994;8785
data,1225494000000,1376;6206;8785
data,1225494000000,1376;7835;8785
data,1225494000000,1376;7540;8786
data,1228086000000,1376;3241;8787
data,1228086000000,1376;1875;8788
data,1228086000000,1376;4161;8788
data,1230764400000,1376;5082;8788
data,1230764400000,1376;9794;8789
data,1230764400000,1376;5916;8789
data,1233442800000,1376;149;8790
data,1233442800000,1376;7431;8791
data,1233442800000,1376;7789;8791
data,1233442800000,1376;614;8792
data,1233442800000,1376;4598;8792
data,1233442800000,1376;1145;8793
data,1235862000000,1376;10255;8793
data,1235862000000,1376;8053;8794
data,1238536800000,1376;4881;8795
data,1238536800000,1376;39;8795
data,1238536800000,1376;751;8796
data,1241128800000,1376;8881;8796
data,1241128800000,1376;9527;8797
data,1241128800000,1376;670;8798
data,1243807200000,1376;7262;8798
data,1243807200000,1376;9502;8798
data,1246399200000,1376;11086;8799
data,1246399200000,1376;10620;8800
data,1246399200000,1376;8898;8801
data,1246399200000,1376;7157;8801
data,1246399200000,1376;8468;8802
data,1246399200000,1376;6143;8803
data,1246399200000,1376;5680;8804
data,1246399200000,1376;4972;8804
data,1246399200000,1376;6701;8805
data,1249077600000,1376;3734;8806
data,1249077600000,1376;7846;8807
data,1249077600000,1376;4037;8808
data,1249077600000,1376;6641;8809
data,1249077600000,1376;10111;8809
data,1249077600000,1376;6751;8809
data,1249077600000,1376;3295;8810
data,1249077600000,1376;5955;8811
data,1251756000000,1376;6869;8812
data,1251756000000,1377;3299;8813
data,1251756000000,1377;11796;8814
data,1251756000000,1377;4053;8815
data,1251756000000,1377;11743;8815
data,1251756000000,1377;6500;8816
data,1251756000000,1377;2510;8816
data,1257030000000,1377;4972;8816
data,1257030000000,1377;2116;8816
data,1257030000000,1377;1768;8816
data,1264978800000,1377;5741;8816
data,1267398000000,1377;11750;8816
data,1267398000000,1377;11778;8816
data,1267398000000,1377;359;8817
data,1280613600000,1377;11796;8818
data,1283292000000,1377;9171;8818
data,1283292000000,1377;11499;8818
data,1283292000000,1377;3603;8819
data,1283292000000,1377;6066;8819
data,1283292000000,1377;4499;8820
data,1285884000000,1377;796;8821
data,1285884000000,1377;3404;8822
data,1285884000000,1377;4127;8823
data,1288566000000,1377;8414;8824
data,1291158000000,1377;2563;8825
data,1293836400000,1377;3056;8825
data,1293836400000,1377;6112;8825
data,1293836400000,1377;4241;8826
data,1293836400000,1377;2010;8827
data,1298934000000,1377;9443;8827
data,1298934000000,1377;5082;8827
data,1304605790730,1377;8219;8827
data,1296514800000,1377;5679;8827
data,1296514800000,1377;5505;8827
data,1296514800000,1377;7629;8828
data,1296514800000,1377;4436;8828
data,1296514800000,1377;8780;8829
data,1296514800000,1377;7243;8829
data,1296514800000,1377;5233;8829
data,1296514800000,1377;9837;8829
data,1296514800000,1377;11702;8830
data,1296514800000,1377;3962;8831
data,1296514800000,1377;1557;8831
data,1296514800000,1377;7629;8832
data,1296514800000,1377;3045;8832
data,1296514800000,1377;4691;8832
data,1298934000000,1378;1055;8833
data,1298934000000,1378;7629;8834
data,1298934000000,1378;1691;8835
data,1298934000000,1378;3299;8835
data,1298934000000,1378;116;8836
data,1298934000000,1378;3426;8837
data,1304605840218,1378;11558;8838
data,1304605840236,1378;3567;8839
data,1304605840207,1378;4695;8840
data,1304605840914,1378;11251;8841
data,1304605841306,1378;5799;8841
data,1304605842134,1378;2752;8842
