New Run at  07/14/2017 15:34:22
, Time, RandomReward; Master_ActiveReward; 
data,1251756000000,937;10411;7926
data,1251756000000,937;4610;7926
data,1251756000000,937;10099;7926
data,1251756000000,937;11058;7926
data,1251756000000,937;12334;7926
data,1251756000000,937;3070;7926
data,1251756000000,937;847;7926
data,1251756000000,937;9431;7926
data,1251756000000,937;6807;7927
data,1251756000000,937;6104;7927
data,1251756000000,937;8853;7927
data,1251756000000,937;5691;7927
data,1251756000000,937;8099;7927
data,1251756000000,937;8742;7927
data,1251756000000,937;2982;7928
data,1251756000000,938;4434;7928
data,1251756000000,938;2034;7929
data,1251756000000,938;2699;7929
data,1251756000000,938;12224;7929
data,1251756000000,938;11271;7929
data,1251756000000,938;10565;7929
data,1251756000000,938;4024;7929
data,1251756000000,938;9460;7930
data,1251756000000,938;12215;7930
data,1251756000000,938;11031;7930
data,1251756000000,938;4295;7930
data,1251756000000,938;6015;7930
data,1251756000000,938;5376;7930
data,1251756000000,938;3068;7931
data,1251756000000,938;3590;7932
data,1251756000000,938;1844;7933
data,1251756000000,938;11416;7933
data,1251756000000,938;3844;7933
data,1251756000000,938;2563;7934
data,1251756000000,939;6449;7934
data,1251756000000,939;8590;7934
data,1251756000000,939;7119;7934
data,1251756000000,939;7509;7934
data,1251756000000,939;8508;7934
data,1251756000000,939;7915;7935
data,1251756000000,939;2563;7936
data,1251756000000,939;9368;7937
data,1251756000000,939;1358;7937
data,1251756000000,940;5473;7937
data,1254348000000,940;3758;7937
data,1254348000000,940;4654;7937
data,1254348000000,940;4674;7937
data,1254348000000,940;8019;7937
data,1254348000000,940;5119;7937
data,1254348000000,940;9368;7938
data,1254348000000,940;5831;7938
data,1254348000000,940;11396;7938
data,1254348000000,940;1255;7939
data,1257030000000,940;2395;7940
data,1257030000000,940;11583;7941
data,1257030000000,940;5393;7941
data,1259622000000,940;7536;7941
data,1259622000000,940;5512;7942
data,1259622000000,940;3715;7942
data,1259622000000,940;8296;7942
data,1259622000000,940;2454;7943
data,1259622000000,940;6083;7943
data,1259622000000,940;10463;7944
data,1259622000000,940;10806;7945
data,1259622000000,940;8906;7945
data,1259622000000,940;4746;7945
data,1259622000000,940;3571;7946
data,1259622000000,941;3423;7946
data,1259622000000,941;12469;7947
data,1259622000000,941;8296;7947
data,1259622000000,941;12469;7948
data,1259622000000,941;6021;7948
data,1259622000000,941;123;7949
data,1262300400000,941;5280;7950
data,1262300400000,941;802;7950
data,1262300400000,942;1576;7950
data,1262300400000,942;2772;7950
data,1262300400000,942;10187;7951
data,1262300400000,942;12020;7951
data,1262300400000,942;2245;7952
data,1262300400000,942;8812;7953
data,1262300400000,942;5280;7954
data,1262300400000,942;11126;7954
data,1262300400000,942;10802;7954
data,1262300400000,942;3715;7954
data,1262300400000,942;11467;7954
data,1262300400000,942;11211;7954
data,1262300400000,942;123;7955
data,1262300400000,942;10544;7955
data,1262300400000,942;1284;7955
data,1262300400000,942;5453;7955
data,1262300400000,943;1373;7955
data,1262300400000,943;11611;7955
data,1262300400000,943;5884;7955
data,1262300400000,943;1545;7955
data,1262300400000,943;6097;7955
data,1262300400000,943;1611;7956
data,1262300400000,943;3151;7956
data,1262300400000,943;7396;7957
data,1262300400000,944;5280;7958
data,1262300400000,944;1063;7958
data,1262300400000,944;375;7958
data,1262300400000,944;5280;7959
data,1262300400000,944;4245;7959
data,1262300400000,944;1725;7960
data,1262300400000,944;7589;7960
data,1262300400000,944;7258;7960
data,1262300400000,944;11903;7960
data,1262300400000,944;10187;7961
data,1262300400000,944;10187;7962
data,1262300400000,944;3391;7962
data,1262300400000,944;10942;7962
data,1262300400000,944;11031;7962
data,1262300400000,945;6134;7962
data,1262300400000,945;10187;7963
data,1262300400000,945;1725;7964
data,1262300400000,945;5969;7965
data,1262300400000,945;10247;7965
data,1262300400000,945;4490;7966
data,1262300400000,945;12220;7967
data,1262300400000,945;1725;7968
data,1262300400000,945;8218;7968
data,1262300400000,945;5884;7968
data,1262300400000,945;10726;7968
data,1264978800000,945;4076;7968
data,1267398000000,945;7915;7969
data,1267398000000,945;11025;7969
data,1267398000000,945;12220;7970
data,1267398000000,945;11077;7970
data,1267398000000,945;12220;7971
data,1267398000000,945;12341;7971
data,1267398000000,945;2395;7972
data,1267398000000,945;11626;7972
data,1267398000000,945;501;7972
data,1267398000000,946;2433;7972
data,1267398000000,946;4043;7972
data,1267398000000,946;5790;7973
data,1267398000000,947;6592;7974
data,1267398000000,947;7317;7974
data,1270072800000,947;11256;7974
data,1270072800000,947;6465;7974
data,1270072800000,947;3280;7974
data,1270072800000,948;4162;7974
data,1270072800000,948;2699;7974
data,1270072800000,948;9047;7975
data,1270072800000,948;3503;7975
data,1270072800000,948;2199;7975
data,1270072800000,948;10516;7975
data,1270072800000,948;3503;7975
data,1270072800000,948;2034;7976
data,1270072800000,948;23;7977
data,1270072800000,948;1866;7977
data,1270072800000,948;3859;7977
data,1270072800000,948;4349;7977
data,1270072800000,948;6477;7977
data,1270072800000,948;1070;7978
data,1270072800000,948;5661;7978
data,1270072800000,948;3819;7978
data,1270072800000,948;12469;7979
data,1270072800000,948;11277;7979
data,1270072800000,948;10421;7979
data,1270072800000,948;10440;7979
data,1270072800000,948;148;7979
data,1270072800000,948;960;7979
data,1270072800000,948;4153;7979
data,1270072800000,948;8263;7979
data,1270072800000,948;2908;7979
data,1270072800000,948;11929;7979
data,1272664800000,948;4434;7979
data,1272664800000,948;7459;7980
data,1272664800000,948;10947;7980
data,1272664800000,948;6150;7980
data,1272664800000,948;7915;7981
data,1272664800000,948;4909;7981
data,1272664800000,948;2395;7982
data,1272664800000,948;9886;7982
data,1272664800000,948;2034;7983
data,1272664800000,948;11396;7983
data,1272664800000,948;7911;7984
data,1272664800000,948;7154;7985
data,1272664800000,948;10111;7985
data,1272664800000,948;8380;7985
data,1272664800000,948;7557;7985
data,1272664800000,949;5364;7985
data,1272664800000,949;842;7985
data,1272664800000,949;1594;7985
data,1272664800000,949;8832;7985
data,1272664800000,949;2415;7985
data,1272664800000,949;8832;7985
data,1272664800000,949;1778;7985
data,1272664800000,949;10126;7985
data,1272664800000,949;7560;7985
data,1272664800000,949;5576;7985
data,1272664800000,949;12013;7985
data,1272664800000,949;1704;7985
data,1272664800000,949;7858;7985
data,1275343200000,949;7065;7985
data,1275343200000,949;2561;7985
data,1275343200000,949;1172;7985
data,1275343200000,949;7942;7986
data,1275343200000,949;11104;7986
data,1275343200000,949;2724;7986
data,1277935200000,949;1110;7986
data,1280613600000,949;11101;7986
data,1280613600000,949;5842;7986
data,1280613600000,949;901;7987
data,1280613600000,949;7012;7987
data,1280613600000,950;7183;7987
data,1280613600000,950;6353;7987
data,1280613600000,950;823;7988
data,1280613600000,950;10171;7988
data,1280613600000,950;4840;7988
data,1285884000000,950;411;7988
data,1293836400000,951;1110;7988
data,1233442800000,951;2327;7988
data,1233442800000,951;382;7988
data,1238536800000,951;8776;7988
data,1238536800000,951;5538;7988
data,1238536800000,951;1302;7988
data,1238536800000,951;2302;7988
data,1238536800000,951;3328;7988
data,1238536800000,951;5023;7988
data,1238536800000,951;9720;7988
data,1238536800000,951;3992;7988
data,1238536800000,951;11837;7988
data,1238536800000,951;245;7988
data,1254348000000,951;4994;7988
data,1254348000000,951;9860;7988
data,1254348000000,951;6865;7988
data,1254348000000,951;9946;7988
data,1254348000000,951;2470;7988
data,1254348000000,951;4162;7988
data,1254348000000,951;1778;7988
data,1254348000000,951;10424;7988
data,1254348000000,951;789;7988
data,1254348000000,951;7655;7988
data,1254348000000,951;8369;7989
data,1254348000000,951;5865;7989
data,1254348000000,952;8569;7989
data,1254348000000,952;4004;7989
data,1254348000000,952;1866;7990
data,1254348000000,952;11127;7990
data,1254348000000,952;8102;7990
data,1254348000000,952;10472;7990
data,1254348000000,952;9403;7990
data,1254348000000,952;7206;7990
data,1254348000000,952;1104;7990
data,1254348000000,952;6099;7990
data,1254348000000,952;799;7990
data,1254348000000,952;4186;7991
data,1254348000000,952;2308;7991
data,1254348000000,952;619;7991
data,1254348000000,952;1836;7991
data,1254348000000,952;10090;7991
data,1254348000000,952;8112;7991
data,1254348000000,952;5678;7991
data,1254348000000,952;8117;7991
data,1254348000000,952;7398;7991
data,1254348000000,952;4385;7991
data,1254348000000,952;9453;7991
data,1254348000000,952;7601;7991
data,1254348000000,952;457;7991
data,1254348000000,952;5264;7991
data,1254348000000,952;11041;7991
data,1254348000000,952;1951;7992
data,1254348000000,952;680;7992
data,1254348000000,952;8411;7992
data,1254348000000,952;9485;7992
data,1254348000000,952;717;7992
data,1254348000000,953;7022;7992
data,1254348000000,953;4695;7992
data,1254348000000,953;9717;7992
data,1254348000000,953;6246;7992
data,1254348000000,953;3760;7992
data,1254348000000,953;10555;7992
data,1254348000000,953;2637;7992
data,1254348000000,953;2011;7992
data,1254348000000,953;11930;7992
data,1254348000000,953;12075;7992
data,1254348000000,953;2741;7992
data,1254348000000,953;7422;7992
data,1254348000000,953;2302;7992
data,1254348000000,953;9465;7992
data,1254348000000,953;5345;7992
data,1254348000000,953;3056;7992
data,1254348000000,953;8981;7992
data,1254348000000,953;1083;7992
data,1254348000000,953;1827;7992
data,1254348000000,953;5285;7992
data,1254348000000,953;9634;7992
data,1254348000000,953;4066;7992
data,1254348000000,953;12026;7992
data,1254348000000,953;320;7992
data,1254348000000,953;9453;7992
data,1254348000000,953;8491;7992
data,1254348000000,953;203;7992
data,1254348000000,953;11312;7992
data,1254348000000,953;1406;7992
data,1254348000000,953;12116;7992
data,1254348000000,953;4654;7992
data,1254348000000,953;8752;7993
data,1254348000000,953;8527;7993
data,1254348000000,953;5819;7993
data,1254348000000,953;9195;7993
data,1254348000000,953;11672;7993
data,1254348000000,953;8086;7993
data,1254348000000,953;847;7993
data,1254348000000,953;5333;7993
data,1254348000000,953;3837;7993
data,1254348000000,953;6466;7993
data,1254348000000,953;2966;7994
data,1254348000000,953;9485;7994
data,1257030000000,953;9140;7994
data,1257030000000,953;10065;7994
data,1257030000000,953;5023;7994
data,1233442800000,953;2623;7994
data,1233442800000,953;1350;7994
data,1233442800000,953;10966;7994
data,1233442800000,953;6062;7994
data,1233442800000,953;338;7994
data,1233442800000,954;10842;7994
data,1233442800000,954;137;7994
data,1233442800000,954;2686;7994
data,1233442800000,954;10959;7994
data,1233442800000,954;12519;7994
data,1233442800000,954;8792;7994
data,1288566000000,954;12228;7994
data,1288566000000,954;2456;7994
data,1177970400000,954;7002;7994
data,1177970400000,954;5466;7994
data,1177970400000,954;10461;7994
data,1191189600000,954;3323;7994
data,1191189600000,954;10073;7994
data,1193871600000,954;4418;7994
data,1201820400000,954;2103;7994
data,1204326000000,954;9114;7994
data,1207000800000,954;11806;7994
data,1207000800000,954;8734;7994
data,1209592800000,954;3047;7994
data,1209592800000,954;5928;7994
data,1212271200000,954;7021;7994
data,1212271200000,954;11451;7994
data,1212271200000,954;3281;7994
data,1212271200000,954;6822;7994
data,1212271200000,954;12208;7994
data,1212271200000,954;4346;7994
data,1212271200000,954;9389;7994
data,1212271200000,954;5019;7994
data,1212271200000,954;111;7994
data,1212271200000,954;8357;7995
data,1212271200000,954;3656;7995
data,1212271200000,954;10239;7995
data,1212271200000,954;5365;7996
data,1212271200000,954;5955;7996
data,1212271200000,954;3357;7996
data,1212271200000,954;5715;7996
data,1212271200000,954;2293;7996
data,1212271200000,954;12196;7996
data,1212271200000,954;4454;7996
data,1212271200000,954;318;7996
data,1212271200000,954;9147;7996
data,1212271200000,954;1904;7996
data,1212271200000,954;8687;7996
data,1212271200000,954;3604;7996
data,1212271200000,954;3991;7996
data,1214863200000,954;8304;7997
data,1214863200000,955;7108;7997
data,1214863200000,955;4880;7998
data,1214863200000,955;2349;7998
data,1214863200000,955;10185;7999
data,1214863200000,955;10389;7999
data,1214863200000,955;2982;8000
data,1214863200000,955;7003;8000
data,1214863200000,955;10227;8000
data,1214863200000,955;5185;8000
data,1217541600000,955;2763;8001
data,1217541600000,955;2415;8002
data,1217541600000,955;4746;8003
data,1217541600000,955;4798;8004
data,1217541600000,955;10334;8004
data,1217541600000,955;1373;8004
data,1217541600000,955;12031;8004
data,1217541600000,955;11795;8004
data,1217541600000,955;6991;8004
data,1217541600000,955;10238;8004
data,1220220000000,955;1882;8004
data,1220220000000,955;5376;8004
data,1222812000000,955;7321;8004
data,1222812000000,955;10463;8004
data,1222812000000,955;9537;8004
data,1222812000000,955;435;8004
data,1222812000000,955;9476;8004
data,1222812000000,955;1297;8004
data,1225494000000,955;6514;8005
data,1225494000000,955;1576;8005
data,1225494000000,955;2763;8006
data,1225494000000,955;935;8006
data,1225494000000,955;5722;8006
data,1225494000000,955;10167;8006
data,1225494000000,955;10185;8007
data,1225494000000,955;6592;8007
data,1228086000000,955;1148;8007
data,1228086000000,955;549;8007
data,1228086000000,955;3574;8007
data,1228086000000,955;3769;8007
data,1228086000000,955;5825;8007
data,1228086000000,955;1062;8008
data,1228086000000,956;5796;8008
data,1228086000000,956;4824;8009
data,1228086000000,956;7083;8010
data,1228086000000,956;8129;8010
data,1228086000000,956;10049;8010
data,1228086000000,956;10884;8010
data,1228086000000,956;5369;8010
data,1228086000000,956;10959;8010
data,1228086000000,956;5647;8010
data,1228086000000,956;2584;8010
data,1230764400000,956;7179;8011
data,1230764400000,956;8793;8011
data,1230764400000,956;1574;8011
data,1230764400000,956;9445;8011
data,1230764400000,956;5303;8011
data,1230764400000,956;4195;8011
data,1230764400000,956;6288;8011
data,1230764400000,956;1358;8011
data,1230764400000,956;11467;8011
data,1230764400000,956;4815;8011
data,1230764400000,956;8069;8011
data,1230764400000,956;5431;8011
data,1230764400000,956;3754;8011
data,1230764400000,956;11596;8011
data,1230764400000,956;6744;8011
data,1230764400000,956;2129;8011
data,1233442800000,956;2677;8011
data,1233442800000,956;7911;8011
data,1233442800000,956;9259;8012
data,1233442800000,956;9372;8012
data,1233442800000,956;6811;8013
data,1233442800000,956;11524;8014
data,1233442800000,956;6891;8014
data,1233442800000,956;2343;8015
data,1233442800000,956;10630;8016
data,1233442800000,956;189;8016
data,1233442800000,956;5980;8016
data,1233442800000,956;5884;8017
data,1233442800000,957;10947;8017
data,1233442800000,957;9070;8017
data,1233442800000,957;9047;8017
data,1233442800000,957;6020;8017
data,1233442800000,957;9913;8017
data,1233442800000,957;10361;8017
data,1233442800000,957;3293;8018
data,1233442800000,957;7650;8018
data,1233442800000,957;11175;8018
data,1233442800000,957;12072;8018
data,1233442800000,957;11130;8019
data,1235862000000,957;11903;8020
data,1235862000000,957;1403;8020
data,1235862000000,957;7554;8020
data,1235862000000,957;5155;8020
data,1235862000000,957;2677;8020
data,1235862000000,957;4615;8020
data,1235862000000,958;12320;8020
data,1235862000000,958;10049;8020
data,1235862000000,958;11025;8021
data,1235862000000,958;1062;8022
data,1235862000000,958;3847;8022
data,1235862000000,958;11175;8022
data,1235862000000,958;7863;8022
data,1235862000000,958;8535;8022
data,1235862000000,958;7087;8023
data,1235862000000,958;8912;8023
data,1238536800000,958;10463;8023
data,1238536800000,958;1083;8023
data,1238536800000,959;6169;8023
data,1238536800000,959;7147;8023
data,1241128800000,959;11113;8024
data,1241128800000,959;11936;8024
data,1241128800000,959;12455;8025
data,1243807200000,959;960;8025
data,1249077600000,959;5660;8025
data,1251756000000,959;6811;8026
data,1251756000000,959;7669;8026
data,1251756000000,959;11560;8026
data,1254348000000,959;8441;8026
data,1254348000000,959;1605;8026
data,1254348000000,959;8763;8026
data,1257030000000,959;2901;8026
data,1257030000000,959;7081;8027
data,1257030000000,959;8134;8027
data,1257030000000,959;5126;8028
data,1257030000000,959;8742;8028
data,1257030000000,959;5303;8028
data,1257030000000,959;10728;8028
data,1257030000000,959;4963;8028
data,1257030000000,959;10575;8029
data,1259622000000,959;5053;8029
data,1259622000000,959;3914;8029
data,1259622000000,959;7949;8029
data,1259622000000,960;8622;8029
data,1262300400000,960;10575;8030
data,1262300400000,960;7649;8031
data,1262300400000,960;11810;8031
data,1262300400000,960;2442;8031
data,1262300400000,960;5026;8032
data,1262300400000,960;2372;8032
data,1262300400000,961;3919;8032
data,1262300400000,961;3172;8032
data,1264978800000,961;789;8032
data,1264978800000,961;5333;8032
data,1264978800000,961;2215;8032
data,1267398000000,961;823;8032
data,1267398000000,961;5232;8032
data,1267398000000,961;8082;8032
data,1267398000000,961;1887;8033
data,1267398000000,961;8913;8033
data,1270072800000,961;4481;8033
data,1272664800000,961;6449;8033
data,1272664800000,961;2400;8033
data,1272664800000,961;5052;8033
data,1285884000000,961;8339;8033
data,1285884000000,961;1129;8033
data,1291158000000,961;5539;8033
data,1293836400000,961;5235;8033
data,1298934000000,961;2982;8034
data,1209592800000,961;10782;8034
data,1209592800000,961;9534;8035
data,1209592800000,962;10402;8035
data,1209592800000,962;1525;8036
data,1222812000000,962;1525;8037
data,1230764400000,962;1929;8037
data,1241128800000,962;451;8037
data,1241128800000,962;2117;8038
data,1241128800000,962;10275;8038
data,1241128800000,962;9534;8039
data,1293836400000,962;4398;8039
data,1298934000000,962;631;8039
data,1257030000000,962;3517;8040
data,1257030000000,962;10185;8041
data,1257030000000,962;2813;8041
data,1257030000000,962;3770;8042
data,1257030000000,962;12045;8042
data,1257030000000,962;4237;8043
data,1257030000000,962;2094;8043
data,1257030000000,962;10335;8043
data,1257030000000,962;8638;8044
data,1257030000000,962;3790;8045
data,1257030000000,962;10185;8046
data,1259622000000,962;3154;8047
data,1262300400000,962;3517;8048
data,1262300400000,962;1887;8048
data,1262300400000,962;9115;8048
data,1262300400000,962;8544;8049
data,1264978800000,962;3968;8049
data,1264978800000,963;631;8049
data,1264978800000,963;8171;8049
data,1264978800000,963;12245;8049
data,1264978800000,963;5068;8049
data,1267398000000,963;6320;8050
data,1267398000000,963;134;8051
data,1267398000000,963;6320;8052
data,1267398000000,963;6320;8053
data,1267398000000,963;10171;8053
data,1267398000000,963;549;8053
data,1267398000000,963;8919;8053
data,1267398000000,963;5812;8053
data,1267398000000,963;1227;8053
data,1267398000000,963;134;8054
data,1270072800000,963;6320;8055
data,1270072800000,963;9245;8056
data,1270072800000,963;4099;8057
data,1270072800000,963;6320;8058
data,1270072800000,963;10185;8059
data,1270072800000,963;6320;8060
data,1270072800000,963;6320;8061
data,1270072800000,963;10185;8062
data,1275343200000,963;5618;8062
data,1275343200000,963;3285;8062
data,1275343200000,963;11774;8062
data,1275343200000,963;8181;8062
data,1275343200000,963;134;8063
data,1275343200000,963;3827;8063
data,1275343200000,963;2505;8063
data,1275343200000,963;10253;8063
data,1275343200000,963;4204;8063
data,1275343200000,963;5064;8063
data,1275343200000,964;7768;8064
data,1275343200000,964;4178;8065
data,1275343200000,964;12245;8065
data,1280613600000,964;5033;8066
data,1296514800000,964;6184;8066
data,1298934000000,964;5688;8066
data,1214863200000,964;8445;8066
data,1214863200000,964;6051;8066
data,1214863200000,964;1097;8066
data,1214863200000,964;837;8066
data,1214863200000,964;5487;8066
data,1214863200000,964;9484;8066
data,1214863200000,964;8357;8067
data,1217541600000,964;10639;8067
data,1217541600000,964;5568;8067
data,1217541600000,965;7792;8067
data,1220220000000,965;4747;8067
data,1220220000000,965;1846;8067
data,1249077600000,965;4117;8067
data,1293836400000,965;2480;8067
data,1296514800000,965;3608;8068
data,1296514800000,965;6701;8068
data,1296514800000,965;9537;8068
data,1296514800000,966;3111;8068
data,1296514800000,966;1297;8068
data,1296514800000,966;9837;8068
data,1296514800000,966;1172;8068
data,1296514800000,967;7852;8068
data,1296514800000,967;4654;8068
data,1288566000000,967;4959;8068
data,1288566000000,967;2117;8069
data,1288566000000,967;1392;8069
data,1288566000000,967;7370;8069
data,1288566000000,967;2805;8069
data,1288566000000,967;5247;8069
data,1288566000000,967;4812;8069
data,1288566000000,967;843;8069
data,1288566000000,967;7224;8069
data,1288566000000,967;914;8069
data,1288566000000,967;1525;8070
data,1291158000000,967;1525;8071
data,1293836400000,967;7258;8071
data,1296514800000,967;850;8071
data,1296514800000,967;2117;8072
data,1304602712279,967;1525;8073
data,1304602713995,967;1525;8074
data,1304602713569,967;1525;8075
data,1304602715292,967;1525;8076
data,1246399200000,967;8502;8076
data,1246399200000,967;8939;8076
data,1246399200000,967;6435;8076
data,1246399200000,967;4099;8077
data,1246399200000,967;4099;8078
data,1270072800000,967;4966;8078
data,1270072800000,967;5314;8078
data,1270072800000,967;4099;8079
data,1272664800000,967;12425;8079
data,1272664800000,967;6992;8079
data,1272664800000,967;4099;8080
data,1275343200000,967;7950;8081
data,1277935200000,967;5263;8081
data,1277935200000,967;4178;8082
data,1277935200000,967;12102;8082
data,1283292000000,967;99;8082
data,1285884000000,967;10130;8082
data,1288566000000,967;7950;8083
data,1288566000000,967;7950;8084
data,1293836400000,967;4099;8085
data,1212271200000,967;4005;8085
data,1212271200000,967;11470;8085
data,1212271200000,967;9298;8085
data,1212271200000,967;3888;8085
data,1212271200000,967;11485;8085
data,1212271200000,967;3830;8085
data,1212271200000,967;9791;8085
data,1212271200000,967;9711;8085
data,1212271200000,968;4695;8085
data,1212271200000,968;6968;8086
data,1212271200000,968;501;8086
data,1212271200000,968;4349;8086
data,1212271200000,968;4185;8086
data,1212271200000,968;3770;8086
data,1212271200000,969;6419;8086
data,1212271200000,969;5064;8086
data,1212271200000,969;11879;8086
data,1212271200000,969;4491;8086
data,1212271200000,969;6017;8086
data,1212271200000,969;356;8086
data,1212271200000,969;8364;8086
data,1212271200000,969;224;8086
data,1212271200000,969;1523;8086
data,1212271200000,969;6733;8086
data,1212271200000,969;1725;8087
data,1212271200000,969;9262;8087
data,1212271200000,969;12509;8087
data,1212271200000,969;1070;8087
data,1212271200000,969;3563;8087
data,1212271200000,969;7954;8087
data,1212271200000,969;3508;8088
data,1212271200000,969;10324;8088
data,1212271200000,969;10884;8088
data,1212271200000,969;8211;8088
data,1212271200000,969;707;8088
data,1212271200000,969;7812;8088
data,1212271200000,969;10690;8088
data,1212271200000,969;6921;8088
data,1212271200000,969;2891;8088
data,1212271200000,970;12372;8088
data,1212271200000,970;11754;8088
data,1212271200000,971;4798;8088
data,1212271200000,971;643;8088
data,1212271200000,971;1525;8089
data,1212271200000,971;476;8089
data,1212271200000,971;5053;8089
data,1212271200000,971;11433;8089
data,1212271200000,971;3590;8089
data,1212271200000,971;843;8089
data,1212271200000,971;10690;8089
data,1212271200000,971;3359;8089
data,1212271200000,971;2400;8090
data,1212271200000,971;2199;8090
data,1212271200000,971;3782;8090
data,1212271200000,971;12365;8090
data,1212271200000,971;5955;8090
data,1212271200000,971;5861;8090
data,1212271200000,971;12026;8091
data,1212271200000,971;2129;8091
data,1212271200000,971;8218;8091
data,1212271200000,971;3287;8091
data,1212271200000,971;21;8091
data,1212271200000,971;4710;8091
data,1212271200000,971;7790;8091
data,1212271200000,971;5117;8091
data,1212271200000,971;8470;8091
data,1212271200000,971;5777;8091
data,1212271200000,971;9412;8091
data,1212271200000,971;1244;8091
data,1212271200000,971;3390;8091
data,1212271200000,971;6256;8091
data,1214863200000,971;10811;8091
data,1214863200000,971;8967;8091
data,1214863200000,971;4869;8091
data,1214863200000,971;11288;8091
data,1214863200000,971;8352;8091
data,1214863200000,971;773;8091
data,1214863200000,971;2800;8091
data,1214863200000,971;4086;8091
data,1214863200000,971;1739;8091
data,1214863200000,971;6746;8091
data,1214863200000,971;1984;8091
data,1214863200000,971;10402;8091
data,1214863200000,971;4351;8091
data,1214863200000,971;12453;8091
data,1214863200000,971;6023;8091
data,1214863200000,971;9711;8091
data,1214863200000,971;8357;8091
data,1214863200000,971;6256;8091
data,1214863200000,971;6485;8091
data,1214863200000,971;9813;8091
data,1214863200000,971;4688;8091
data,1214863200000,971;11540;8091
data,1214863200000,971;11541;8091
data,1214863200000,971;2415;8092
data,1214863200000,971;631;8092
data,1214863200000,971;3495;8092
data,1214863200000,971;2982;8092
data,1214863200000,971;4780;8092
data,1214863200000,971;1887;8092
data,1214863200000,971;4509;8093
data,1214863200000,971;5116;8093
data,1214863200000,971;4076;8093
data,1214863200000,971;7151;8093
data,1214863200000,971;3849;8094
data,1214863200000,971;3044;8095
data,1214863200000,972;5691;8095
data,1214863200000,972;11458;8095
data,1214863200000,972;6074;8095
data,1214863200000,972;11451;8095
data,1214863200000,972;4517;8096
data,1214863200000,972;12382;8096
data,1214863200000,972;4615;8096
data,1214863200000,972;4418;8097
data,1214863200000,972;5128;8097
data,1214863200000,972;6522;8097
data,1214863200000,972;3676;8097
data,1214863200000,972;3070;8097
data,1214863200000,972;4408;8097
data,1214863200000,972;11538;8098
data,1214863200000,972;1120;8098
data,1214863200000,972;5603;8098
data,1214863200000,972;1594;8098
data,1214863200000,972;7774;8098
data,1214863200000,972;7644;8098
data,1214863200000,972;7533;8098
data,1214863200000,972;1019;8098
data,1214863200000,972;8308;8098
data,1214863200000,972;6324;8098
data,1214863200000,972;10343;8098
data,1214863200000,972;1756;8098
data,1214863200000,972;5603;8098
data,1214863200000,972;6824;8099
data,1214863200000,972;10586;8099
data,1214863200000,972;4778;8099
data,1214863200000,972;1975;8099
data,1214863200000,972;255;8099
data,1214863200000,972;9002;8100
data,1214863200000,972;9002;8101
data,1214863200000,972;3861;8102
data,1214863200000,972;5471;8102
data,1214863200000,972;8394;8102
data,1214863200000,972;8352;8102
data,1214863200000,972;2256;8103
data,1214863200000,972;10094;8104
data,1214863200000,972;7119;8104
data,1214863200000,972;10463;8104
data,1214863200000,972;2736;8104
data,1214863200000,972;5365;8104
data,1214863200000,972;11334;8104
data,1214863200000,972;8536;8104
data,1214863200000,972;4551;8105
data,1214863200000,972;10573;8105
data,1214863200000,972;1305;8105
data,1214863200000,972;5487;8105
data,1214863200000,972;2256;8106
data,1214863200000,972;10120;8106
data,1214863200000,972;1368;8106
data,1214863200000,972;3044;8107
data,1214863200000,972;7892;8107
data,1214863200000,972;3412;8107
data,1214863200000,972;10868;8107
data,1214863200000,972;7504;8107
data,1214863200000,973;10682;8108
data,1217541600000,973;6322;8108
data,1217541600000,973;3298;8108
data,1217541600000,973;5128;8108
data,1217541600000,973;124;8108
data,1217541600000,973;12328;8108
data,1217541600000,973;7504;8108
data,1217541600000,973;12430;8108
data,1217541600000,973;887;8108
data,1217541600000,973;3325;8108
data,1217541600000,973;8839;8108
data,1217541600000,973;3044;8109
data,1217541600000,973;7657;8109
data,1217541600000,973;2496;8109
data,1217541600000,974;10053;8109
data,1217541600000,974;8560;8109
data,1217541600000,974;12470;8109
data,1217541600000,974;7133;8109
data,1217541600000,974;11108;8109
data,1217541600000,974;2616;8109
data,1217541600000,974;8975;8109
data,1217541600000,974;2907;8109
data,1217541600000,974;11527;8109
data,1217541600000,974;3052;8109
data,1217541600000,974;8335;8109
data,1217541600000,974;4896;8109
data,1217541600000,974;12173;8109
data,1217541600000,974;11811;8109
data,1217541600000,974;7392;8109
data,1217541600000,974;7301;8109
data,1217541600000,974;8298;8109
data,1217541600000,974;5031;8109
data,1217541600000,974;7176;8109
data,1217541600000,974;6052;8110
data,1217541600000,974;1358;8110
data,1217541600000,974;11754;8110
data,1217541600000,974;2938;8110
data,1217541600000,974;3758;8110
data,1217541600000,974;1117;8110
data,1217541600000,974;7329;8110
data,1217541600000,974;720;8110
data,1217541600000,974;10675;8111
data,1217541600000,974;6537;8111
data,1217541600000,974;3475;8111
data,1217541600000,974;11524;8111
data,1217541600000,974;9662;8112
data,1217541600000,974;11004;8112
data,1217541600000,974;4308;8112
data,1217541600000,975;8759;8113
data,1217541600000,975;458;8114
data,1217541600000,975;8647;8114
data,1217541600000,975;1929;8114
data,1217541600000,975;1135;8114
data,1217541600000,975;10187;8114
data,1217541600000,975;10575;8114
data,1217541600000,975;4423;8114
data,1217541600000,975;4685;8114
data,1217541600000,975;4928;8114
data,1217541600000,975;12440;8114
